content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg
#Android #Google Need Proof of Verizonâ€™s Galaxy Nexus? http://t.co/jcP7bkvg #DhilipSiva	2011-10-19 04:10:05	126510402359140352	noUser	google	2	1	0	0	3	0	0	neutral	0	-0.146484375	1	0.09564208984375	0	neutral	-1
Galaxy Nexus #GalaxyNexus #Android #Google http://t.co/AWJHxwGT #followme	2011-10-19 04:10:02	126510393114898432	noUser	google	1	1	0	0	3	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google	2011-10-19 04:09:59	126510377558216704	noUser	google	2	1	0	0	4	0	0	neutral	0	-0.06738662719726562	3	0.22265625	0	neutral	-1
#Google releases an Infinite Digital Bookcase http://t.co/12AuhZ6o by @MeghanKel	2011-10-19 04:09:36	126510284536942592	noUser	google	4	1	0	0	1	0	0	neutral	0	-0.4765625	1	0.0625	0	neutral	-1
#Google encrypts search data against hackers, marketers 'howl': http://t.co/nFwcQD9R | #divisions	2011-10-19 04:09:03	126510143541231616	noUser	google	1	1	0	0	2	0	0	neutral	0	-0.0625	0	0.0	1	neutral	-1
#Google Android Ice Cream Sandwich OS http://t.co/VhntGols #technology #androidicecream #nexusprime #sandwichos	2011-10-19 04:08:40	126510049039368192	noUser	google	2	1	0	0	4	0	0	neutral	0	-0.0703125	1	0.03515625	0	neutral	-1
#Android #Google Video: Samsung Galaxy Nexus Announcement and Official Promo http://t.co/4ErExB4T #DhilipSiva	2011-10-19 04:08:13	126509936518762496	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	1	0.015625	0	neutral	-1
#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is &quot;A Pleasure&quot; To Read http://t.co/DJsp2G5B #DhilipSiva	2011-10-19 04:08:12	126509929619132417	noUser	google	2	3	0	0	5	0	0	positive	0	-0.06738662719726562	4	0.191253662109375	0	positive	-1
#Android #Google ICS Has Completely Revamped Your Contacts Into The &quot;People&quot; app http://t.co/QDoGji0U #DhilipSiva	2011-10-19 04:08:10	126509922505596928	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	1	0.375	0	neutral	-1
http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy	2011-10-19 04:07:37	126509783665745920	noUser	google	2	1	0	0	5	0	0	neutral	0	-0.0703125	1	0.123046875	0	neutral	-1
#Facebook vs. #Google+ : Which #SocialMedia Platform is the Best for You? | @customerthink http://t.co/QqkviaAn	2011-10-19 04:06:58	126509619819462657	noUser	google	1	2	1	3	1	0	0	neutral	1	-0.0625	1	0.13671875	0	neutral	-1
Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.	2011-10-19 04:06:36	126509528287166464	noUser	google	2	3	2	7	1	0	0	positive	2	-0.1484375	5	0.5993045198265463	0	neutral	-1
Android 4.0 Ice Cream Sandwich Official, SDK Now Available http://t.co/9zUBrPE2 #tech #google	2011-10-19 04:06:28	126509495907135489	noUser	google	2	1	0	0	5	0	0	neutral	0	-0.06640625	3	0.14453125	0	neutral	-1
How #Google Ventures Chooses Which Startups Get Its $200 Million http://t.co/FCWXoUd8 via @mashbusiness @mashable	2011-10-19 04:06:23	126509474935611392	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	1	0.013736725770286284	0	neutral	-1
#goodtoknow #privacy #google http://t.co/Ye337YR6	2011-10-19 04:06:01	126509381327134720	noUser	google	1	1	0	0	0	0	0	neutral	0	-0.0625	1	0.25	0	neutral	-1
Samsung Galaxy Nexus: Android 4.0 Smartphone Unveiled : http://t.co/b5jmtr1L #android #google #mobile #news	2011-10-19 04:05:38	126509283260108800	noUser	google	1	2	0	0	6	0	0	neutral	0	-0.0625	2	0.0595703125	0	neutral	-1
Samsung And Google Announce Galaxy Nexus http://t.co/I6r95xgK #samsung #galaxy #nexus #google #android #ICS #news #tech	2011-10-19 04:05:24	126509226720903168	noUser	google	2	1	0	0	7	0	0	neutral	0	-0.125	1	0.0546875	0	neutral	-1
Newest version of my (and @latc214's) phone (and a new version of Android) announced today. http://t.co/7acjrKIN #nexus #google #samsung	2011-10-19 04:05:03	126509135842914304	noUser	google	3	1	0	0	5	0	0	neutral	0	-0.28125	2	0.1539306640625	0	neutral	-1
#Google's #Android 4.0 Development Plan: Make Android Prettier http://t.co/7X0OFPuq @paidcontent	2011-10-19 04:04:03	126508885992415232	noUser	google	1	3	0	0	5	0	0	neutral	0	-0.0625	1	0.24218752984688807	0	neutral	-1
#Google springs #IceCreamSandwich on Samsung #GalaxyNexus smartphone. Android tablets soon? http://t.co/yyU5q0I7 (TabTimes)	2011-10-19 04:03:53	126508842367463424	noUser	google	2	2	0	0	1	0	0	neutral	0	-0.1875	1	0.03125	0	neutral	-1
It tells you where to find your next drink. RT @RoycinD: What the fuck is a Barometer doing in a phone? Eh? #ICS #google #galaxynexus	2011-10-19 04:03:40	126508789254979584	noUser	google	6	1	0	0	4	1	-4	neutral	0	-0.3784055709838867	1	9.765625E-4	0	neutral	-3
Good To Read: Google steps up its privacy game, launches Good To Know (ZDNet - Oct.18) #google http://t.co/qKthMjwo	2011-10-19 04:03:32	126508753997668352	noUser	google	3	2	2	6	1	0	0	neutral	2	-0.125579833984375	6	1.8017009533941746	1	positive	-1
Thank you, Internet, for allowing me to be Bunny Watson for my friends. #google #imdb #allmusic	2011-10-19 04:03:05	126508642060083200	noUser	google	1	2	1	2	5	0	0	neutral	2	-0.0625	1	1.220703125E-4	0	neutral	-1
#Google, #Samsung unveil Galaxy Nexus phone running #Android 4.0: Google and Samsungâ€¦ http://t.co/vOGTb5Bx	2011-10-19 04:02:30	126508495255257088	noUser	google	3	1	0	0	5	0	0	neutral	0	-0.28125	1	0.062744140625	0	neutral	-1
I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/lpuc3xot vÃ­a @AddThis	2011-10-19 04:02:15	126508433582211072	noUser	google	2	2	0	0	2	0	0	positive	1	-0.09375	5	0.348388671875	0	positive	-1
#Google weiterhin auf der Erfolgsspur http://t.co/lf3RkTcJ	2011-10-19 04:02:07	126508398522019840	noUser	google	1	1	0	0	0	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google	2011-10-19 04:02:06	126508393203642368	noUser	google	3	2	1	3	3	0	0	positive	1	-0.125	4	0.15991275059059262	0	positive	-1
Well we should knw that this isnt the app from #google unlike #Apple.	2011-10-19 04:00:42	126508044187217920	noUser	google	2	2	0	0	1	0	0	neutral	1	-0.5	1	0.2495348472595215	0	neutral	-1
Samsung e o Google lanÃ§am hoje o Galaxy Nexus e o Android 4.0 http://t.co/PW4KRE0F #google #samsung	2011-10-19 04:00:41	126508037400825857	noUser	google	2	1	0	0	7	0	0	neutral	0	-0.125	2	0.375	0	neutral	-1
RT @BatzayaB: #Google #Android Ice Cream Sandwich 4.0 (photos) http://t.co/XlJBYgIS	2011-10-19 04:00:40	126508035416928256	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1
#Google #Android Ice Cream Sandwich 4.0 (photos) http://t.co/iK3Iq8KR	2011-10-19 04:00:28	126507982543532034	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1
On Google+ then go here http://t.co/VS0UJozD #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 04:00:11	126507911844339712	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.05541997963155154	0	neutral	-1
#Google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/D7ntPaIt	2011-10-19 03:59:10	126507657472393216	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.06640625	0	neutral	-1
Now, really #google how hypocritical is this? http://t.co/6nHuYFeh #analytics	2011-10-19 03:59:07	126507644742672384	noUser	google	3	1	0	0	0	1	-2	negative	0	-0.44140625	1	0.390625	1	neutral	-1
i love #google	2011-10-19 03:58:22	126507456019968000	noUser	google	2	3	1	3	0	0	0	positive	1	-0.09375	1	0.352294921875	0	positive	-1
Google Galaxy Nexus http://t.co/vWpuA2gt #google #galaxynexus #android #ICS	2011-10-19 03:58:13	126507418539671552	noUser	google	2	1	0	0	3	0	0	neutral	0	-0.125	0	0.0	0	neutral	-1
#Google is the best invention ever!!	2011-10-19 03:56:58	126507105023819776	noUser	google	1	2	1	3	1	0	0	positive	1	-0.0625	2	0.32421875	0	neutral	-1
Some people should not post replies in #Google+ threads. Their posts only continue to weaken their creditbility.	2011-10-19 03:56:16	126506926069645312	noUser	google	5	1	0	0	4	0	0	neutral	0	-0.726806640625	1	0.1640625	1	neutral	-2
#Android #Google Android 4.0 (Ice Cream Sandwich) SDK and ADT 14 Released http://t.co/wG9xoNkg #DhilipSiva	2011-10-19 03:56:10	126506902145347584	noUser	google	1	1	0	0	6	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1
#Android #Google Official Galaxy Nexus Site Goes Live, Highlights Ice Cream Sandwich And Galaxy Nexus... http://t.co/4ijvupvq #DhilipSiva	2011-10-19 03:56:08	126506895124086784	noUser	google	1	1	0	0	8	0	0	neutral	1	-0.0625	3	0.08330392837524414	0	neutral	-1
Can't wait for Ice Cream Sandwich. http://t.co/RtDzjq2U #android #google	2011-10-19 03:55:58	126506850781888512	noUser	google	2	1	0	0	4	0	0	positive	0	-0.203125	1	0.03515625	0	neutral	-1
Reading: Android 4.0 'Ice Cream Sandwich' Features Announced By Google (HuffPost- Oct.18) #google http://t.co/wmqNPcLV	2011-10-19 03:55:57	126506846499520512	noUser	google	3	1	0	0	4	0	0	neutral	0	-0.375	2	0.05078125	0	neutral	-1
Galaxy Nexus #Android ICS barometer will undoubtedly be used to add 3D to #Google Maps.	2011-10-19 03:55:45	126506795958153216	noUser	google	1	1	0	0	5	0	0	neutral	2	-0.0625	5	0.7305908203125	0	neutral	-1
#Google+	2011-10-19 03:55:22	126506701259157504	noUser	google	1	1	0	0	0	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
@dwtalker that's some tough competition right there http://t.co/XP9LhjpR #TechWar #Google #Facebook #Apple #Amazon	2011-10-19 03:55:10	126506651271430144	noUser	google	3	3	0	0	2	0	0	neutral	1	-0.23168116437955177	3	0.2578125	0	neutral	-1
Codename or not, awesome or not, I have a hard time taking ANYTHING called 'Ice Cream Sandwich' seriously. #google #android #sticky #melts	2011-10-19 03:55:00	126506609823334400	noUser	google	8	1	1	4	5	1	-1	negative	1	-1.8388431668281555	4	1.103759765625	3	neutral	-2
i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus	2011-10-19 03:54:13	126506410195431424	noUser	google	8	1	1	1	3	1	-1	positive	1	-0.8073720932006836	1	0.0758056640625	0	neutral	-3
#Android #Google Calling all speed demons - Galaxy Nexus! http://t.co/kma7ZnAf #DhilipSiva	2011-10-19 03:53:49	126506310228377600	noUser	google	1	2	0	0	5	0	0	neutral	0	-0.0625	1	0.34375	0	neutral	-1
#Android #Google Android Beam makes NFC for more than paying for things http://t.co/dxrbxjkB #DhilipSiva	2011-10-19 03:53:48	126506306201858049	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.32763671875	0	neutral	-1
Calling all speed demons - Galaxy Nexus! http://t.co/7OyVuqdq  #android #google	2011-10-19 03:53:40	126506273662447616	noUser	google	1	2	0	0	5	0	0	neutral	0	-0.0625	1	0.34375	0	neutral	-1
Android Beam makes NFC for more than paying for things http://t.co/3wKMrcTL  #android #google	2011-10-19 03:53:40	126506272152502272	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.32763671875	0	neutral	-1
#Google Docs presentations get real-time collaboration, transition effects and more #SocialMedia #SMM http://t.co/ekdJXo5h	2011-10-19 03:53:30	126506232432439296	noUser	google	2	1	0	0	4	0	0	neutral	0	-0.1875	1	0.013736725770286284	0	neutral	-1
Review : the all New Galaxy Nexus | http://t.co/qCENeG7F #Google #Galaxy #Nexus  #Kuwait #Q8	2011-10-19 03:52:52	126506073099218945	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	3	0.42156982421875	0	neutral	-1
well.....#google's #icecreamsandwich and new accompanying phone are, as usual, neat, but nothing ground-breaking	2011-10-19 03:52:50	126506064387637249	noUser	google	2	2	0	0	4	0	0	positive	1	-0.21875	3	0.6109619140625	0	neutral	-1
Yeni Galaxy Nexus - http://t.co/QZcbA4Bx #google #galaxynexus	2011-10-19 03:51:43	126505781553147904	noUser	google	1	1	0	0	2	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
www.google.com/googlenexus #google #android #icecreamsandwich #googlenexus	2011-10-19 03:51:40	126505768299147264	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
RT @MikeMcCready: Donâ€™t Cast Your Google Adwords Net Too Wide | Mike McCready http://t.co/ms06fehi #google #adwords	2011-10-19 03:51:16	126505670446022656	noUser	google	4	1	0	0	2	0	0	neutral	1	-0.21875	1	0.0020751953125	1	neutral	-1
#Google, #Samsung unveil Ice Cream Sandwich powered Galaxy Nexus.. #Android4.0	2011-10-19 03:51:03	126505612690456576	noUser	google	1	1	0	0	6	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1
I'm thinking seriously to make my own page in #wikipedia just to find myself in #google.	2011-10-19 03:51:01	126505607116238848	noUser	google	3	1	0	0	5	0	0	neutral	1	-0.09715557098388672	3	0.6022949517218881	1	neutral	-1
RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google	2011-10-19 03:50:58	126505594290057216	noUser	google	4	1	0	0	6	0	0	negative	0	-0.9765625	0	0.0	0	neutral	-1
#Google is introducing #GalaxyNexus. You can unlock you phone by smile. Other then that....get an iPhone.	2011-10-19 03:50:28	126505469601775616	noUser	google	5	3	1	2	1	0	0	neutral	1	-0.96875	3	0.1796875	0	positive	-1
Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/9IvTJkit #Google	2011-10-19 03:50:18	126505424823402496	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.06640625	0	neutral	-1
Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/QoXd3I0s #google	2011-10-19 03:50:15	126505412068511745	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.06640625	0	neutral	-1
Update : Google Officially calls Android Ice Cream Sandwich, Shouts Android 4.0 http://t.co/zzRuwrSk  #google #ics #android4	2011-10-19 03:50:10	126505392191705088	noUser	google	2	1	0	0	7	0	0	neutral	0	-0.125	1	0.03515625	0	neutral	-1
#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva	2011-10-19 03:50:08	126505384428052481	noUser	google	2	3	0	0	4	0	0	positive	1	-0.0703125	2	0.17261123657226562	0	neutral	-1
116 new #jobs posting for #google http://t.co/XfG6l29D  #jobely	2011-10-19 03:50:03	126505364307984384	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	1	0.0758056640625	0	neutral	-1
Is Google Analytics Reverse-Engineering Facebook?: http://t.co/mJHRoa7L #google #facebook #media #digitalstrategy	2011-10-19 03:50:02	126505359161573377	noUser	google	2	1	0	0	0	0	0	neutral	0	-0.125	0	0.0	0	neutral	-1
Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich, the delicious new version of Android: http://t.co/AXl2K1Gs #ICS #google	2011-10-19 03:49:21	126505187752943616	noUser	google	1	3	0	0	4	0	0	positive	1	-0.0625	3	0.4234619140625	0	positive	-1
So so excited for all of the new Android features! Awesomeness :) #Android #ICS #Google #GalaxyNexus	2011-10-19 03:49:11	126505144878772224	noUser	google	1	3	1	3	4	0	0	positive	2	-0.0625	3	0.5133056640625	0	positive	-1
RT â€œ@Ant0ineH: Twitter Will Beat #Google+ And #Facebook With Simplicity- #Twitter CEO http://t.co/melkHdb7â€ Beat? You aren't competitorsâ€¦	2011-10-19 03:49:08	126505133587709953	noUser	google	1	1	0	0	4	0	0	neutral	1	-0.0625	3	0.6338349282741547	0	neutral	-1
RT @meko2301: #Google #Android #ICS #IceCreamSandwich	2011-10-19 03:49:07	126505125853401088	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
Glad I didn't wait for ICS as it apparently isn't going to be open sourced either... #ics #google #android #sucks	2011-10-19 03:49:04	126505113362776064	noUser	google	6	2	1	3	3	1	-3	negative	2	-0.4843858670137706	3	0.5391845703125	0	neutral	-2
who the hell is #ambercole?? i dont feel like i care enough to #google this bitch so ill ask you guys!	2011-10-19 03:48:59	126505094664568833	noUser	google	6	2	2	4	2	3	-11	neutral	2	-1.48583984375	5	0.33751869201660156	3	negative	-2
Posting on #twitter about #google+ suggesting I add Tom from #myspace I think the universe just exploded. #justsayin	2011-10-19 03:48:57	126505086041067520	noUser	google	3	1	0	0	3	0	0	neutral	1	-0.125	7	0.8148193359375	0	neutral	-1
#Pearson and #Google take advantage of the profound lack of LMS PD with their new offering http://t.co/4RsRDU4G Also do not do reporting	2011-10-19 03:48:36	126504998799552513	noUser	google	4	1	1	2	3	1	-2	neutral	2	-0.9374313354492188	6	0.9161386489849406	1	neutral	-1
Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/qukDb5lb #google #mobile	2011-10-19 03:48:18	126504923687960576	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	3	0.0712890625	0	neutral	-1
#Google #Android #ICS #IceCreamSandwich	2011-10-19 03:48:15	126504910844989440	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
http://t.co/pUvXwjjc How do #CMM &amp; #BBC get #massive #hits? Is #Google @ work? blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy	2011-10-19 03:48:11	126504893354741760	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.18746566772460938	2	0.021610581534332596	0	neutral	-1
Google Reveals the Details of Android OS 4.0, Samsung Galaxy Nexus http://t.co/KyxuNP8I #google #android #samsung	2011-10-19 03:47:59	126504842469457922	noUser	google	3	1	0	0	6	0	0	neutral	0	-0.1328125	0	0.0	0	neutral	-1
#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google	2011-10-19 03:47:45	126504782465732608	noUser	google	4	2	0	0	4	0	0	positive	0	-0.359375	4	0.1091960677156294	0	neutral	-1
#google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawadosa #android	2011-10-19 03:47:43	126504774047772672	noUser	google	1	1	0	0	8	0	0	neutral	0	-0.0625	4	0.47265625	0	neutral	-1
Installing the Ice Cream Sandwich SDK #android #google	2011-10-19 03:47:27	126504709036056576	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1
nothing like saying 'screw you' to a bad real estate company on 7 different social pages! #google #citysearch #yellowpages #yelp #yahoo ...	2011-10-19 03:46:32	126504479595044864	noUser	google	6	2	1	2	5	1	-3	neutral	2	-0.7881317138671875	4	0.2706298828125	2	neutral	-3
Check this video out -- Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/fiTI6ZIA é€éŽ @youtube #android #nexus #google	2011-10-19 03:46:26	126504452680187905	noUser	google	3	3	2	4	6	0	0	positive	3	-0.4423255920410156	3	0.9335854061646387	0	positive	-1
Cool Infographic: Perks working for the big techs like #Google &amp; #Facebook | http://t.co/lNEgf7Kn	2011-10-19 03:46:20	126504427275300864	noUser	google	2	2	3	4	0	0	0	neutral	1	-0.0770263671875	3	0.33663177490234375	0	neutral	-1
On Google+ then go here http://t.co/K6BggvDx #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 03:46:08	126504377862205441	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.05541997963155154	0	neutral	-1
Cream on the inside, clean on the outside. Ice Cream phone job. #Google	2011-10-19 03:46:01	126504346639802368	noUser	google	3	1	1	2	2	0	0	positive	1	-0.22561264038085938	6	0.2791443382157013	0	neutral	-1
#Google To Begin Encrypting Searches &amp; Outbound Clicks By Default With SSL Search http://t.co/xW7vh75e	2011-10-19 03:45:54	126504319859175424	noUser	google	4	1	0	0	2	0	0	neutral	0	-0.390625	0	0.0	0	neutral	-1
#Google+  great for small businesses? I think so. The platform has some really beneficial features. Thoughts? http://t.co/FytcyEG2	2011-10-19 03:45:30	126504216004005888	noUser	google	3	3	1	3	2	0	0	positive	2	-0.155426025390625	5	1.2535400390625	0	neutral	-1
#droidtweak #Video: #IceCreamSandwich on the #GalaxyNexus http://t.co/vBcl0OzP #googlephone #nexus1 #NexusS #google	2011-10-19 03:45:08	126504126665334784	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	1	0.03125	0	neutral	-1
Galaxy Nexus â€“ the first Ice Cream Sandwich phone coming to Verizon http://t.co/BiPvBdxz  #android #google	2011-10-19 03:45:06	126504115508494337	noUser	google	2	1	0	0	5	0	0	neutral	0	-0.21875	3	0.10988235473632812	0	neutral	-1
@megd0630 we don't go site seeing for  igloos in Alaska don #giveitup your better off checking #google	2011-10-19 03:45:03	126504105530236928	noUser	google	4	1	1	2	3	0	0	neutral	1	-0.6352195739746094	3	0.5611267667409265	0	positive	-1
is oxycodone and nyquil a bad mix? lol .. I don't think so but.. #ineedadoctor and I'm to lazy to use #google	2011-10-19 03:44:57	126504077831045122	noUser	google	6	2	1	3	4	2	-4	neutral	0	-0.5986442565917969	2	0.073944091796875	2	negative	-2
RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #edtechbc #bced #cdned	2011-10-19 03:44:41	126504013939216384	noUser	google	3	3	0	0	2	0	0	positive	0	-0.189453125	2	0.1070556640625	0	positive	-1
Big Money... http://t.co/Ms6AwiX4 #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning	2011-10-19 03:44:37	126503993768804352	noUser	google	3	1	3	6	5	0	0	neutral	2	-0.10217714309692383	5	0.6818466186523438	0	neutral	-2
RT @RUILIFESTYLE: #GOOGLE THE MIXTAPE http://t.co/v8zTtNVV	2011-10-19 03:44:26	126503947560165376	noUser	google	1	1	0	0	0	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
brilliant WebGL Bookcase #google http://t.co/CR3A6k9U	2011-10-19 03:44:25	126503946092158976	noUser	google	1	2	1	4	1	0	0	positive	1	-0.0625	1	0.6171875	0	neutral	-1
#Google's like my wife - searches things for me and completes my sentences.	2011-10-19 03:43:52	126503805369069568	noUser	google	1	2	1	2	3	1	-2	positive	1	-0.0625	1	0.18017578125	0	neutral	-1
#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/vUWgyx3N #Google	2011-10-19 03:43:48	126503790412181504	noUser	google	2	3	2	4	6	0	0	positive	3	-0.43994140625	3	0.87548828125	0	neutral	-1
I'm thing seriously to make my own page in #wikipedia just to finde me. In #google.	2011-10-19 03:43:40	126503755331022849	noUser	google	3	1	0	0	6	0	0	neutral	1	-0.1259765625	2	0.41479495172188807	1	neutral	-1
#Android #Google Meet the Samsung Galaxy Nexus and Ice Cream Sandwich http://t.co/2VWXzReW #DhilipSiva	2011-10-19 03:43:28	126503706760974337	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	2	0.07428741455078125	0	neutral	-1
#Samsung Galaxy Nexus is now confirmed http://t.co/v4LR34p3 #googlenews #mobile #android40icecreamsandwich #google	2011-10-19 03:43:27	126503703514578944	noUser	google	3	1	0	0	2	0	0	neutral	0	-0.12890625	1	0.0048828125	0	neutral	-1
#Android #Google Android 4.0 SDK now available http://t.co/HI1cQ2si #DhilipSiva	2011-10-19 03:43:25	126503693355982849	noUser	google	2	1	0	0	3	0	0	neutral	0	-0.06640625	1	0.09375	0	neutral	-1
#Android #Google Samsung Galaxy Nexus release details still in short supply http://t.co/s6A7Y9WT #DhilipSiva	2011-10-19 03:43:24	126503688595447810	noUser	google	3	1	0	0	5	0	0	neutral	0	-0.4171615242958069	2	0.10931730270385742	0	neutral	-1
#Android #Google Samsung Galaxy Nexus hands-on roundup http://t.co/RE1EnpaU #DhilipSiva	2011-10-19 03:43:23	126503683142852608	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
Donâ€™t Cast Your Google Adwords Net Too Wide | Mike McCready http://t.co/ms06fehi #google #adwords	2011-10-19 03:43:09	126503627706732544	noUser	google	4	1	0	0	2	0	0	neutral	1	-0.21875	1	0.0020751953125	1	neutral	-1
Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/TCKtgpBH #Google	2011-10-19 03:42:06	126503364103118848	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.06640625	0	neutral	-1
Google details Android 4.0 Ice Cream Sandwich, offers SDK http://t.co/mShfEQe6 #Android #Google	2011-10-19 03:42:03	126503349657935872	noUser	google	2	1	0	0	6	0	0	neutral	0	-0.125	1	0.03515625	0	neutral	-1
Google details Android 4.0 Ice Cream Sandwich, offers SDK http://t.co/66fHUs6n #Android #Google	2011-10-19 03:42:03	126503348613558272	noUser	google	2	1	0	0	6	0	0	neutral	0	-0.125	1	0.03515625	0	neutral	-1
#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean, and I'm (very) confused.	2011-10-19 03:41:03	126503098071007232	noUser	google	5	1	0	0	4	1	-2	negative	0	-0.5390625	4	0.3765869140625	1	neutral	-3
Dennis Goedegebuureâ€™s Thoughts on Changes in #Google Analytics: I contacted Dennis and askedâ€¦ http://t.co/okCwNrpq	2011-10-19 03:41:01	126503090487705601	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.09375	1	0.03125	0	neutral	-1
Article Recap on the #Google Analytics &quot;Secure&quot; Change: Here are some articles we found afterâ€¦ http://t.co/RPTLWMLo	2011-10-19 03:41:01	126503088461848576	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	3	0.21155238151550293	0	neutral	-1
http://t.co/Izh7KaiU #google #nexus #prime &lt;3 #android	2011-10-19 03:40:47	126503029548654593	noUser	google	2	1	0	0	2	0	0	positive	0	-0.0648193359375	0	0.0	0	neutral	-1
#Google releases an Infinite Digital Bookcase http://t.co/FbvZq8Yp by @MeghanKel	2011-10-19 03:39:45	126502770130960384	noUser	google	4	1	0	0	1	0	0	neutral	0	-0.4765625	1	0.0625	0	neutral	-1
Check out &quot; @Legiondachosen1 ft. Big Hit - My Life's A Movie (snippet) - Prod. by @LegiondaChosen1&quot; - http://t.co/XjTCc7j7 #Google Me!!	2011-10-19 03:39:43	126502761608122368	noUser	google	6	2	1	1	4	0	0	neutral	0	-0.7289468497037888	3	0.23020863614510745	0	positive	-1
#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android	2011-10-19 03:39:36	126502732369629184	noUser	google	5	2	0	0	3	0	0	negative	1	-0.42578125	4	0.49194341713155154	1	neutral	-1
