mean pos	mean neg	Comment (All)
2	3	          I have no idea why you think this will happen in the UK. Most muslims will not agree with this appalling policy but it should be noted that George Galloway once said on Question Time that he has no problem with the Taleban and i do not think we will be hearing the MCB objecting to this latest action by Islamic Fundamentalists.   Troops out of Afghanistan?
1	3	     Occupiers thousands of miles from home? You mean the Zionist immigrants from Europe trying to take land off the arabs!
2	2	Fri, 04 Apr 2008 10:40 GMT, in reply to haveyouseenmy in message 9     Try looking at it from the perspective of the actual people being threatened.    
3	1	     Oh, i can be an American any time i want, Tao, through their investors program. But i chose to live in other areas of the world and travel and visit there whenever i get the opportunity.  But i have worked there in the past and enjoy the country and people very much.
1	2	Anyone here think that this is down to global warming, or is this just one of those peaks that occurs naturally from time to time?
1	2	Why not indeed, Grant. I seem to recollect that this  is another topic over which you have some difficulty.
1	3	&gt;No doubt, they'll consider Hillary Clinton "more dangerous than Kim Jong-il" when she's elected&lt;  Absolutely rubbish, I can't tell you... absolutely rubbish! How on earth did you manage to come up with that one, white camcorder?
1	3	     Hitler deliberately used religion in order to satisfy the German people that he was a 'moral man' and worthy of their support.  He often said how he intended to use religion in this manner and laughed later at how easily people were duped by these sort of religious claims. Just as they are today it seems.
1	2	  <blockquote class="quoteFirst">  <blockquote>  <blockquote>  <div class="extraquotes2">  Qualitavely speaking, more hyperbolic trash is posted her against islam than judaism. But then, its a western MB. 
1	2	You see bouncy, this is what i mean. You or jj or moronic can't provide me with any evidence he said it all. All you've offered is opinion, opinion, opinion, whether it be yours or someone else's. Now let's try evidence, ok?
1	2	     NEWSFLASH!  "None" is singular: "not one". It therefore requires a the verb agreement "seems", not "seem".  "None of them seems to know how to spell."  "Gotten", FYI, is an older form of the past participle of "to get" that the British stopped using, but the Americans didn't.  
2	3	Hi Goldwater,  Goldwater quote: “not having a say in whether country goes to war, when your government starts to break the law itself... you know what I call this? I call THIS a dictatorship.”  You have your say at the ballot box. If you disagree with Blair choosing to help regime change a mass murdering dictator named Saddam then vote him out. The UK is a democracy and if you choose to be isolationist or ignore mass murdering dictators then vote that way.  Calling the UK a dictatorship just shows you have no idea what a dictatorship really is.  Goldwater quote: “If you deny people the right to protest you are not worth to be called a democrat .”  Those are your words not mine. Where did I say you don’t have the right to protest?   Go protest the regime change all you want after all the UK is a democracy but don’t try to deny the obvious that marching to stop the regime change of Saddam is supporting keeping Saddam in power.  Goldman quote: “Oh really? And who decides this,”  Circumstance put Milosvic, the Taliban and Saddam in the cross hairs. Personally I am happy to see the end of each of them. It could have been the military junta in Burma, Castro, Kim Jong and I would have been just as happy. I simply want open season on dictatorships in the 21st century and am not going march in the street or cry to try to save any of them.  Goldman quote: “yes, he was a bloody dictator”  But but but the infamous but! Then why did you march in the street to try to keep two of the world’s oldest democracies from regime changing Saddam?  Goldman quote: “I am sure it was terrible. But so is Saudi Arabia. So it Kuweit, so is Nigeria, and so is Egypt...those heavens of the fighters for human rights.”  And in the end they will all go down but circumstance put your anti American folk hero Saddam at the front of the line. If Kuwaeit, Nigeriam, Saudi etc had started two wars, filled dozens and dozens of mass graves then many they would have been ahead of Saddam but that is not how it worked out. Even so there is nothing you can do to save Saddam. He is gone.  Goldman quote: “where I told you that it is not up to cowboys such as you to decide WHO is going to do WHAT.”  Why shouldn’t democracies take proactive action to drive dictatorships into extinction. It’s the 21st century and they should not exist so they should be taken out one by one.  Do what you want to stop your government from taking out dictators like Saddam. After all the UK is a free country but don’t try to dodge the fact that marching to try to save a dictator from regime change is supporting that dictator.  There is simply no way to dodge that reality.  Warmest Regards, Smoker 
2	2	"Wonder if Blair and Bush had suffered the same fate? They would wet their pants."  Well Bush is a trained fighter pilot which requires lots of nerve so he might have been okay. Don't know about TB. 
2	1	     Peace will come when palestinians rule the area. this is one step towards the goal. I am glad that atlast now the jews are on the track which I am sure hamas and rest of palestinians have waited for this for a long time. 
2	2	Why, why why...Delila...  Hell have no wrath...  You're going to have a field day if you want to disect Chavez's speeches for all the nonsense.
2	3	"Wonder how this would have panned out, ie if the USA had not invaded Iraq or Afghanistan,(with NATO) - especially in external terms re those countries?"  Kinda liek wonderign what they day would have been like had it not rained. By the way....thanks for the "drain" label waggy boy. A new one. A novel idea though......Do try to find about your past and exactly what the British empire was before you sat down to criticize others. 
2	2	Suffice it to say that America 'culture' cannot so easily be dismissed as 'trash' as many on this board would seem to have it.  Let's not forget their fine writers.    There is no British Tom Wolfe.  
2	3	     Sorry about that. Palestinian terrorist groups ARE terrorists.  Islamic Terrorists have extreme views on Islam and Infidels.
1	1	John-Wragg  Surely Italy must be the Leaning Tower of Pisa.
1	2	    WHAT are you talking about? Get your facts right amigo.  France <a href="http://stats.oecd.org/wbos/viewhtml.aspx?QueryName=2&amp;QueryType=View&amp;Lang=en">stats.oecd.org/wbos/...</a>  Ireland <a href="http://stats.oecd.org/wbos/viewhtml.aspx?QueryName=13&amp;QueryType=View&amp;Lang=en">stats.oecd.org/wbos/...</a>
1	2	Hmmm Grant, so you believe society should be organised UNfairly? Perhaps as a winner takes all by the strongest with Tony Soprano for president?
1	2	      tonysilver  -  When will you ever accept the fact  that Israel is not a part of 'Palestinian/Arab land'.  Guess it is no good teaching you what is fact as you will never accept it.  You live in anothr world tony - not this one.......  
3	3	antineocon  Whilst I agree with practically everything you have said on this and many other threads, I must correct you on this post. I am S.African (not a white man either). During the liberation struggle it was mainly jews within the white population who helped us. Many paid a high price for their efforts. Mandela's lawyer during the rivona trial was a jew, he helped the ANC big time until he was murdered by boers.  Dennis Goldberg spent 27 years in prison with Nelson. He visited the zionist experiment and was ashamed by what he saw fellow jews doing. Jews in SA have a proud record during the liberation movement and I will take issue with anyone who claims otherwise. I can list many of them who died or were jailed for their conscience.  Dont let these fools on here and their myopic love for the zionist experiment in whatever activity it does cloud your own conscience.  BTW, you are spot on about the accent. The jewish accent in SA is gutteral.   
2	2	Quoted from this message    So, if he was arrested on a Islamic warrant (I know it's fictional, but bear with me) for drawing cartoon images of Mohammed, you would be just as magnanimous   ha ha ha very good!!
2	2	"They call them 'Euro trash'".  That's a term we have a lot of affections for over here jj.  We even had a pan European TV show called Euro Trash.  I don't think you would have liked it with you delicate redneck feilings. LOL
1	2	//You're never in any danger of that, axe, don't worry.//  I can jerk my knee when I want to RY - now let me get back to my Daily Mail.
1	1	New Zealand?
1	2	jj's tongue was firmly planted in cheek when clumsily pounding out that post.
1	4	Please point out where I have suggested that there is some kind of conspiracy by jews to supress the memory of other genicides.  The people who have taken a dislie to me are those I wouldn't P on if they were on fire.  Please point out what you have accused me of and I will immediately apologise. I think it is quite disengenious of you or anyone to deliberately misinterprit anything I have said for some kind of silly preudo advantage. Point it out or perhaps you apologise for your offensive accusation.   
2	4	It's all Pakistans fault!!  No... that's a bit harsh...   It's all Ghandi's fault!!!!!  No... that's a bit rough too...   It's all America's Fault!!!!!!!  Yes... that's acceptable.   Ah-Mad-in-e-Jihad is a mouth piece for a vomit inducing Islamificationism. Dictatorial Theocracy sucks big time.
2	1	This is a good start and the rest will be sorted out over time.
1	3	"Fat greedy yanks give peanuts to dying children."  Chashews, Macademia, walnuts, pecans etc....yummy...we'll get some cheese from France and... Albert can contribute his.. hate....we'll make a party of it. 
1	3	<a href="http://www.latimes.com/news/nationworld/world/la-fg-iran27feb27,1,5360456.story?coll=la-headlines-world">www.latimes.com/news...</a>   It's all about the uranium enrichment, thats why Iran turned down Russia's offer to supply the material for peaceful purposes. The only reason they would turn that down is if they wanted to divert that material for developing a nuclear weapon.  Don't forget Iran purchased the plans for a nuclear weapon from the Pakistan scientist and has been purchasing the technology and parts in Europe for the last 5 years.  Finally , I stolen Iranian document indicating the weapons program was shown to the Europeans this past fall and thats when the diplomacy started to get tough.  I suspect that during the Security Council hearings we may hear more.
1	3	     Wait to see if there is peace. The most succesful peace process in near memory is Northern Ireland which wasn't done by reciprocating civilian deaths. This is just covering a plaster for a sinking ship      It was probably a Hitler style take over with people voting for them, HAMAS increasing their power by force, regretting it afterwards. HAMAS do not = Palestinans and civilians should not be treated as such.Israelis response is supported by the Israelis whic is more worrying
1	3	     WHAT!!! You cant form a Nazi party in Austria!  What the asdf are we going to do. Its the end of the world as we know it.  We should all immediately form a Nazi Party in protest, even if we are not Nazis.   How can civilisation survive without this freedome? Ive got a bad feeling about this.
2	2	Hi Bouncy Helen.  Irony is lost on you, it appears.  I really don't care what happens to corner shops, or their relationship with the big retailers.  It simply seems to me that this issue, more than most perhaps, is something that can be left to people to decide for themselves.  I note that you have avoided all my questions regarding the "correct" level of employment within the retail sector, or why it would be a good thing for the retail sector to become more labour intensive.  Your point does not follow that if Tesco is very profitable then it must be poor value.  Your position in general illustrates why regulators should stay out of market decisions: perception of value is the result of a myriad of factors given varying weight by a myriad of individuals.  I, for instance, am well aware that the Tesco's fruit &amp; veg aisle represents mediocre value and is none too pleasant to boot.  However, my time is valuable, and I don't always get the opportunity to go to my favourite fruit and veg store.  I feel guilty about this (nothing I can't handle) and do it anyway.  Others may like the fact that they are shopping at a big trusted name.  Others may like the fact that what they want is always in stock.  Or that there is a relatively hasslefree returns section.  Basically, so what if they are more efficient in labour terms?  Do you have any other sectors which you would like to see become more labour-intensive?  I presume also that you will be pressuring government to curb Internet shopping for the same reason.  Personally, I look forward to the day when Wal-Mart cuts a swathe through the whole lot of them.  Yours, Gavin
2	3	      At least in our nations where it isnt sanctioned by the state, the victim has some recourse and can have some action taken.  The women and children lost in the nations cannot speak out nor can their families.  Human beings are bad all over but if the rule of law is that honor killing is acceptable it will happen with greater frequency and no consequences.  So it really isnt the same.  Sanctioning is just another way of approving.  If you cant see the difference then you really are indoctrinated beyond hope.
1	3	nologo:  Since I have never been to Iraq, and since I have never had the "ear" of Saddam Hussein, and since I can't read people's minds, and since I am at the mercy of the information that the UN and all governments (not only the US government) toss my way, then I am obviously the victim of deceipt...  lesson learned...
1	4	Do remember that the discussion is about  Kim Jong-mentally-il.     Kim Jong-mentally-il has starved his people and instituted one of the most repressive regimes in the world.  Keep in mind that negotiations with NK have been conducted through the good offices of the nations in the region; Red China, Japan, S Korea et.al.    One might also consider the foreign policy successes of Madeleine Albright, none.    And finally, both Albright and Kim Jong-mentally il are ugly and their mother's dress them funny.
1	4	"However you are trying to wash your hands of that responsiblity by hiding behind a country of your citizenship which is not NATO, then let me assure you you have chosen a side of those who are quite comfortable with criminals as their allies, so that when criminals commit crimes, you would readliy go hysteric about the crimes and the criminals and forget the people who make criminals job easy..."  Who should my allies be? Those who for whatever their faults may be try and help the people of Afghanistan such as the NATO or those like you for whom there will never be a reason strong enough not to attack children? An movement/cult with an idiology that finds the basest human actions and makes them their prized aims and goals, an idiology that has found a home within one of the major religions and scewed and twisted it to meet their hunger, passion and lusts for harming the weakest in the world.  You are a prime example my friend of the threat that we in the world, whether Muslim, Christian, Jew or Buddhist, atheist or whatever, men, women and children face. A group of misfits who have been brainwashed to believe that it is ok to attack and sell children because their friends also do so and that makes it ok. In the west such people are found and and their rings smashed but in your world it is a task for "brave" men this attacking of the weak.  I know who my allies should be. Unfortunately the poison that seeps from the Saudi desert poisons every well in the world and one day these "brave" men will have to face Real men and then they will be exposed as the evil weaklings that they are.
2	1	 Apologies I stand corrected. Breaking the Law no, just bending it.
1	3	     BBC World covered it this morning. India is a huge country and considering all the economic turmoil, I suspect the possibility of a depression is probably more on the minds of individuals. 
1	3	jews may not be the only ones who make insults to islaam, but jews often instigate the remarks and opinions by way of them using pressure groups to silence anti-jewish comments whilst promoting and funding anti-muslim, right wing neo cons in the media.   But the thing is, with 1.5 billion muslims across about 60 muslim countries around the world, who cares what the jews think! they have a tiny bit of land in the middle east which is shrinking, and the rest they have is just space on our airwaves and in the papers! 
1	4	     Double standards?  The double standards are coming from the Islamic world. Wail and holler do they about being treated badly by the West and how they dont want to be portrayed as terrorists and as a watching world watches they burn down churches, kill Christians and dress up as suicide bombers calling for 9/11 attacks on Europe over a few cartoons...
2	2	     No they're not.  You can have a hundred women living with you if you want but it's not bigamy unless you marry more than one of them under UK law.  It's a free country so if women want to live like that it's up to them.
3	1	Well when it comes to ball posession and short quick precise passes the Italians produced a masterclass against the Germans with Andrea Pirlo simply outstanding.
1	3	bronx...   Perhaps our Euro friends are not familiar with the history of the world... It has been suggested, on numerous occasions, that our friends across the pond are taught from the "How to Maintain National Pride Post-European Explore, Conquer and Exploit Period" textbooks published by the official (and state funded) "European Revisionist History Textbook Corporation."    Amerindians in Mexico are still screaming to be heard.  They are usually found at the bottom of the Mexican social heirarchy.  Sixty percent of the population of Mexico is "mestizo" (mixed Amerindian and EUROPEAN SPANISH blood), 30% claim to be PREDOMINATELY Amerindian, 9% are white (where did they come from?) 1% other.  Mestizo, who have a great deal of EUROPEAN SPANISH pride, refer to the Mexican Amerindian derogatorily as "indio."  Mexicans who claim the white Euros "stole" their land in the southern part of the US, are also guilty of having "white Euro" ancestors who stole land from their own ancestors (comical really--I wonder how their internal ancestral mix are able to cohabitate?).  Historically, Spaniards born in Spain were the ruling class and highest on the social ladder... 2nd were Mexican-born Spaniards, 3rd were mestizo and last on the ladder were the "indios" and all others...  After Mexico won their independence from Spain (after 3 centuries of Spanish rule), the "creole" (Spaniards born in Mexico) became the ruling class and highest on the social ladder... which is where they remain today...   Furthermore, 95 - 98% of all Amerindians (indigenous peoples throughout the "Americas") were wiped out (European introduced diseases) during the European explore, conquer and exploit period--long before any European inhabitant of the "new world" started dreaming about independence from Europe.  By comparison, very few indigenous people lost their lives after the US gained independence from Britain.  We will take (and have taken) responsibility for our part.  It has been far to convenient for the Europeans to blame everything on the "Americans" when they were the architects of the destruction of the Amerindian. 
1	3	   Mommy!  Albert called us fat and stupid!
1	2	Last year the Charities Commission were presnted witha Panorama expose of how Interpal funding reached Hamas <a href="http://www.bbc.co.uk/pressoffice/pressreleases/stories/2006/07_july/30/panorama.shtml">www.bbc.co.uk/presso...</a>  In 2003 the Commission investigated and cleared Hamas but admitted in 2006 in response to the programme that their orginal investigation hadn't been 'in-depth'.  In the 2006 program they thanked the BBC for their new evidence and said they would re-investigate. I believe they are scared to investigate.  Hence, their is a link between Hamas and Interpal according to 2006 BBC programme.
3	1	Indeed Sarah, indeed.  Wonderfully and articulately put.  It comes as no surprise that you are on the fast track to becoming a senior executive at Speed &amp; Co.  
1	3	   I'm guesing you don't understand it either.  Or do YOU think Johnny's saying (or has said) that the poor in the third world are happy?  P.S.  Helpful hint:  Have some meat behind your invective if you want it to work.
1	2	North Korea has already fired a missile capable of reaching the US, they test fired one in 2003 that reached Alaska:  <a href="http://times.hankooki.com/lpage/nation/200303/kt2003030417272311970.htm">times.hankooki.com/l...</a>  
2	1	The Flying Spaghetti Monster is greater than ALL of us!
2	1	TravelGal619   My apologies, you should google `the great world debate'. The `the' bit is important.  J
1	1	Do you wear a "BURKA" at that time??
1	1	    did u just look that up ? 
2	2	     I'd agree with that.  There is no single Jewish accent in this country, although there are Jewish ways with the language, both in use of expressions and in tone of delivery in some cases.  This is entirely to be expected.  I note that many British-born Asians still carry a hint of their parents' accented English into the next generation also.  Equally, there are many second generation immigrants out there speaking English no different from their 'true-Brit' compatriots.  Now an Israeli accent.  That's another thing entirely.  Unmistakable and totally different from the Jewish accents heard here.  A bit pointless, really, this thread.  We could just as easily be discussing French and Welsh accents for what it's worth.  
1	3	"And when that stopped we had the Balkan Wars. Swings and roundabouts.........."  And now you have some religious types detonating themselves on public transport and riotng for weeks at a time in your streets.  It certainly makes Europe an exciting place to raise a family, doesn't it?
2	1	Finn, that's just the alcohol, I don't drink, I should take it up, I hear oblivion is wonderful.   
1	1	we in europe feed pisces to porkers.
1	4	     For the hundredth time, they were NOT jailed 'for speaking their minds' they were jailed for  inciting others to kill people. And incidentally their own speech comprised of threatening with violence OTHER people who might wish to exercise free speech. That's an act of intimidation others into silence, not of universal free speech.  It's not 'free speech' for A to say to B that if B draws a cartoon B should be killed. It's simply an incitement to murder, designed to suppress the free speech of OTHERS.     That's the sort of veiled threat we have become very used to hearing in Britain. Large numbers of the British public have tired of it, because one set of dark mutterings is followed by another. The cartoon protests here took place in a country where the media and government had NOT published the actual cartoons, in case of more outraged Muslims. The response of the people in question was not to say “thank you for your consideration,” but to go out calling for our beheading, annihilation, extermination etc, anyway. That is to say, whether one appeases or confronts such people they will always make angry threats. That’s why it is better to meet them head on.   If these cases had not been brought - and the authorities only did so after massive public anger - then the next such protest would almost certainly have resulted in a huge riot and deaths. If it were to have reached that stage, then you and the other cheerleaders for the cartoon protesters here - would have had to grasp that ‘provoking’ an angry minority is as nothing, in terms of danger, compared to provoking an angry majority.   What on earth your own purpose is in trying to stir the pot, I don't know.  
1	3	Yes - but how?  We have a leader who has said he wants the complete destruction of a country - who is trying to undermine democracy in another country and supplying technology which is killing british troops into the bargain - and we understand giving refuge to a range of terrorists - the question you should be asking is what is the UN going to do about it
1	2	It's not a lie, azania.  Here is the transcript of Saeed al-Sahaf's threat to use unconventional weaponry;  <a href="http://transcripts.cnn.com/TRANSCRIPTS/0304/04/se.03.html">transcripts.cnn.com/...</a>
2	2	Simcha, Amnesty International has no soldiers - it is not a country. It is not a "politically correct" organisation - it has no politics. It doesn't care if someone is descended from Greeks who converted to Judaism or from Jews who converted to Islam. It doesn't care if their Austrian grandfather had to learn how to speak conversational Hebrew when they emigrated to Palestine. Or whether their Palestinian grandfather had to learn to speak conversational Hebrew when someone else's grandfather came to their country, stole their land, and excused this rather rude and selfish behaviour with the explanation that "Palestinians" are not their "neighbours", just so that they couldn't be accused of violating God's commandment. It is not in the business of pointing out to Israelis such as yourself how ignorant they are of their own history, and how (as a Jewish rabbi who lived in 1st century AD Palestine said) they should not throw stones, and how even Samaritans (or Palestinians) can be good neighbours.  All they care about is that ALL people, whether they are Austrian Jews or Palestinian Muslims, are FREE. Free from the threats of the "chosen people" and their "third temple" or the "master race" and their "third reich" to have them live someplace else other than the place their grandfather came from.  Using your logic, you would justify the Holocaust, as long as if it was "Arabs" and not "Jews". Shame on you.
2	2	Seeing as we have covered all the potential armageddon scenarios with respect to Iran, shall we see if there is a potential positive outcome to all this?  There has been some talk of "Seeing things from Iran's point of view" - well what would interest the Iranians?  I'll set the ball rolling....  How about a defence treaty with both the US and Israel (who they have to recognise first obviously), normalising of relations with the US  and lifing of sanctions - in return for Iran abandoning its nuclear programme.
1	3	Translation is that Musharraf's enemies are just some poor peasants in bajore agency. The general is as incompetent as the president Bush. Its just the circumstances that have made these two cartoons the most important people in the world. 
1	1	     It was from the perspective of the Tipton three.Whether it was 100% true or just 90% true we can only determine from the other known facts.
1	2	Welcome to Taliban Land. You can trun yor clocks back 5 hours and your calendar back 500 years
2	2	Very true, but nukes might be an effective deterrant against an external enemy///  Indeed, but there are no external enemies. China isn't going to invade mainland US, and neither is anyone else. That's what I mean by continuing Cold War philosophy...and serious threat now is going to come from inside.  Good Book - "The Utility of Force" - Rupert Smith  covers this very well, if you're interested.  <a href="http://www.amazon.co.uk/Utility-Force-War-Modern-World/dp/014102044X/sr=8-1/qid=1159953089/ref=pd_ka_1/026-1993986-3043626?ie=UTF8&amp;s=books">www.amazon.co.uk/Uti...</a>
2	2	     Its a simple question. How did you get to Israel? Which country did you cross over from and where did you stay on arrival? You admit you don't search the internet and don't read books so your credibility here is at stake. You claim you know things from experience only. Well, put your money where your mouth is and prove to us you've been to Israel.
1	3	9 year old Mubashar Ali hanged himself, while re-enacting Hussein's hanging.  <a href="http://www.news24.com/News24/World/News/0,9294,2-10-1462_2050341,00.html">www.news24.com/News2...</a>  How awful.  Somehow, I imagine this wasn't the sort of martyr Saddam might have wanted.
2	2	Mondial, takes  a special skill to locate your posts, hehe, they are like UFOs, "hidden" most of the time.  "A massive nuclear power programme replacing oil and gas fired power stations?"  Yes! Finland has no doubts after some encounters with Russians during 20th Century.  Neither have I. Or Latvian Greens. You know, we got right wing Greens - for clean nuclear energy. Probably very unlike western Greens, who are used to watch "cute Russian bear" over Iron curtin.
2	2	But surely these five men are followers of a ''peaceful'' religion.  There must be a mistake somewhere.
1	3	This is what I "submitted to Have Your Say":  The North Koreans don't need the bomb for protection because they already have China as an ally.  Having the bomb serves as a deterrence against US military involvement should Kim Jong Il start to press his expansionist aims in the region.  This also explains why the North Korean government are so keen to promote news of the test.  A nuclear exchange remains unlikely but the probability of conventional conflict in the Korean peninsula has definitely increased.  Of course it didn't get published (I hate "Fully Moderated" - a.k.a. HYS censorship mechanism).  But with only 500 characters there's plenty of stuff that didn't get expounded on.  Kim Jong Il's frustration is that he can't use his massive army without incurring a US military response.  But the bomb implies massive US casualties up front - I doubt if the US Congress would have backed the invasion of Iraq if they'd've known it meant 3,000 dead.  It's only that the casualties have been incurred over a few years that has numbed their power to shock the US population.  Intelligence from post-1991 Iraq indicated that Saddam didn't think he was wrong to have invaded Kuwait, just that he should have waited to acquire the bomb first.  Of course China is unhappy with KJ-I but they would still probably stand by NK in the event of a military incursion by others.  I also doubt they would actually attack NK in the event that Pyongyang precipitate a conflict (i.e. invade SK).
1	2	     I think there is certainly a charge to answer.  I would like to know, for instance, what danger a two year old baby possibly posed.  Among other things. 
2	2	 DreidelSpin The great humanitarian of 850,000 Jewish refugees from Arab countries has been recognised.//  What about 3 millions of Palestinians refugees living in Diaspora around the World? Do they have any rights or just Jews do?    Did they deliberately keep them in camps to expose human misery to the World for sympathy? No!///  Are you saying about the Palestinians who are living in Sabra and Shattila who deserve to be compensated and have the right to return to their stolen homes in Palestine. 
3	1	     If this is fascism then it isn't too bad. And the millions of immigrants waiting for citizenship in the US apparently agree with me.   As for the Department of Homeland Security, every polls shows Americans think they are doing a good job.  
1	1	"the treaty is not a leagally bindig one until it has been ratified by 30 states."  How many have ratified it so far? Just curious.   
1	2	I think we can only laugh at a discussion started by someone who reads the word "Iraq" and thinks "Iran".
3	2	     You can use Wikipedia safely as a source if you are already an expert in the field. Then you can see if the article you are using has been edited by people who know about what they write. Also good articles will cite sources which you can check out.  To imrove the quality standards, wikipedia selects good articles and has an internal peer review system to give the best articles the ''Featured Article'' label. In this peer review one only looks if the article is well written. For cientific articles tis is not adequate. Recently they have started a scientific peer review process by external scientists for these articles.
1	1	Whats your point? 
2	2	Vin:  We also have low estate taxes and wealth is passed on (if you have it) and I don't know one 'baby boomer' that is counting on the Government to 'take care of them'.  Europeans always look for their Governments, despite their inability to do so, to take care of them. Americans don't think like that.
1	3	There was a BBC Timewatch  programme in 1992 about  Operation Gladio.  It is available of you look for it.  It seems a significant proportion of Baader-Meinhof, ETA, Red Brigade and IRA bombs were planted by NATO Special forces. Bloody, fascistic, self-harming theatrics to excuse clamp-downs on left-wing political movements.   Key link - <a href="http://en.wikipedia.org/wiki/Operation_Gladio">en.wikipedia.org/wik...</a>  
1	3	Di Panna,  "Palestinians blowing up civilians, Israelis firing missiles at homes, lots of death and destruction... just another day in the Middle East!"  Do you suppose the UK were "uncivilised barbarians" during the WW2? What about the NATO operation in Kosovo - were you "uncivilised barbarians" there too? In Iraq?
2	3	     Despite years of international travel, Chalabi had never encountered an extradition request or arrest warrant issued by the Jordanian government.   His bank went bust (its claimed everyone eventually got their money back) - he may be a crook but you base your accusations on the findings of a Jordanian military tribunal.  His bank Petra was the only Jordanian bank which would not help Saddam during the 1980-88 war with Iran. So when it was over its claimed Petra suffered the consequences. Saddam had a lot of influence in Jordanian policy at that time.    
2	2	"Our mistake was to front two world wars and take out crippling loans from our pals in the States to pay for the second one".  Crippling loans?? Hardly!  You got most of it for free, as well as hundreds of thousands of Americans giving up their lives to protect you.  If anyone was 'crippled in this deal, it was the Americans.  Better you should blame the Germans and Italians for your woes, Big Ob, not the Americans.
1	3	tony  There is no law that says the UN workers cannot enjoy themselves and have to live on $5 a day just because thats what the average employed palestian is earning.  Tell me if your naighbor drives a ferrari because he can afford it you and most others drive a small cheap car do you do destroy your niaghbors car because its not right he has such extra vagant living.  Your way of thinking seems to be if somebody is richer than you then they have no right to enjoy that money because your not as rich as them and if they do then they should be attacked you would have done great under uncle Joe Stlins Soviet Union   
1	3	      LMAO This is the CAUSE and EFFECT of apartheid racist Iran.
3	1	`I have no idea what that means, but it sounds delightfully kinky '  Sarah !!, (desade or otherwise)  It was the word `delightful' which struck me.  What an interesting way to divert a  boring thread - congratulations to you and Limbo - only joking - I valued highly your contributions to this thread - but have lost my bet !  Yours  Le Marquis !!
1	4	     I fear there are hundreds if not thousands of Iraqis who had been physically/,mentally abused by the coalition forces.  It takes a lot of faith to believe that 200k+ coalition forces don't have it in them to teach these "uncivilised brown people" a lesson or two.  You of course, like the Saddam apologists will find a million ways to justify the unjustifiable and paint the coalition forces as angels delivering freedom to those "ungrateful brown people".
2	1	Lol - you too ? Was a good way to get food after the pubs had closed. 
1	4	Message posted by stuart davison          I do not make false allegations - you are doing just that!   What happened to Oona was disgraceful. Galloway has done nothing to prevent the rise in anti-semitism which people like him whip up whenever there is a flashpoint in the ME.                 Galloway is clever and careful what he says but have you ever cared to think about who he chooses for his allies in Respect. Read The Islamist.            When 300,000 people are slaughtered for not being muslim it is fair to refer to it as genocide. The UN did. Also, he minimalised it by referring to it merely as a "conflict".               He did not just disagree with the Iraq war -other also did. He crossed a boundary in his usual bellicose, aggressive and war mongering manner.                    I always supported the miners because of what Thatcher was doing to them but hated Scargill. He took them on a hopeless strike and he did not call for a ballot. How democratic was that?                   Two sides of the same coin.            Well how far should one go back? Why stop at the palestinians? Israel was orif=ginally a jewsih land. Pakistan was originally Hindu. Australia was origianlly Aboriginal. Shall we expel all the Australians?                Of course not! The Indians were evicted from what is now Pakistan.                 It is not an excuse - it is a ay of demonstrating that people use Israel as a way of legitimacising heir jew hatred as they do not care about the many other flashpoints all over the world or miimalising them.               I was not even inferring that. You are suggesting that everyone is against hem and that the govt are at war with them.                  Nonsnense. I see this is you favourite word! They have been under attack for many years and as i have already stated Israel was populated by refugess not allowed anywhere else. If you are to insist on it being a settler state then blame Balfour who wanted rid of the jews. You can't have your cake and eat it.                You are a victim of your own prejudices. The ME is not by any means he worst tragedy afflicting humankind.
2	2	Well noted isasc, the first flag the Kosovan muslim refugees saw upon crossing the Kosovo border was the Magen David flying over the two field hospitals Israel got in there. I believe the UK sent blankets.  Similarly they were the first outsiders to arrive during the last Turkish earthquake, again with field hospitals.  Didn't see any mega rich Saudis there though.  
1	2	Did you read the link missipp1? Aziz denied making the claims Coleman stated. 
1	1	  <blockquote class="quoteFirst">  <blockquote>  <blockquote>  <div class="extraquotes2">The thing is, we can stop responding, but then he just talks to himself like Tao does.
1	2	Hamas is incharge, but you are not allowing hamas to take charge...
1	2	it is interesting how everyone is only interested in genocide when Israel?Jews/Zionists?America can be blamed....
1	3	Competitors and spectators alike must stand up and take some personal responsibility – for the suffering that these games will cause.  By taking part and spectating – they condone the actions of the Chinese authorities.  But those most to blame for this suffering – are those in the Olympic Committee who voted for the 2008 Olympic games to be held in China, 
2	3	   Including the 19 years before occupation?  Please explain how Israel could've forced Jordan and Egypt to give the Palestinians the land they ostensibly fight for now.  P.S.  Maybe one day the two countries could merge.  If it does happen it will ONLY happen out of peaceful coexistence with the many years' time required for both sides to heal.  Israel will not be allowed to keep the West Bank and Hamas will not be allowed to fulfill your dream.
2	3	"Your only concern is whether he said "praise jesus"?? point was that all religions inspire "extremisim" - including christianity that you are so fond of".  My concern is twofold.  The first is that you lied in attempt to make a point of some sort. The second is that you equated the bombing of a building with the murder of hundreds of kindergarten students in Breslan, Russia.  Both are inexcusable.  "Even if the phrase was never documentated - doesnt change the fact that christianity was the source - which was the point of the statement".  Then that is what you say, not lying in order to defend the indefensible. Do you really believe you can make statements like that and get away with it?  "Is that clear enough transplanted canadian? or do you need to consult your priest?"  Born and raised in Canada, Formula1_fan, and never felt the need for any religious leader. But despite this lack of religious instruction, I still don't lie.
1	1	     I'd go for Dementieva. She just needs to learn to serve.
