Mean pos	Mean neg	Runners World forum text
3	1	Hi FB - thanks for that. Yes, I'm really looking forward to MB. I'm not much of a climber at all, but did an intro week in the Alps last year, and Mt Aspiring in NZ at Christmas. I'm going with a climbing company in August. Did you travel off your own bat?
2	1	WP,. thanks. I haven't made up my mind where in canada i'llbe making my home but I'll be resident there for a while. I head off the middle of May. RFJ has a picture on his LFM story and I'm right behind him. I haven't found any other pics of the gang. AlanM, is there one of you doing your interview? 
2	3	It's easy to jump to the wrong conclusions (as I did) - it's been pointed out to me that some runners and marshals sell their medals and jackets, T shirts, caps, jackets etc and donate the proceeds to charity - a club colleague of mine is donating whatever he can get for his staff medal to the Dreams come True Charity. Good for him (but yah boo to any one who is profiting for themselves).
2	3	Thanks for the stats, Wardi. Hmmm, there certainly doesn't seem to be any logic at all, especially if the men's qualifying time remains unchanged, despite there being far more men achieving it. This would mean that I'd have to train even harder to get my qualifying time at Berlin in September ;-(
2	2	If done correctly, the reason that you gain weight is because you are storing extra glycogen - and glycogen requires water, thus the additional weight gain, which will be drawn upon very quickly through the race. This is also part of the reason you may feel sluggish and heavy at the beginning of the marathon but really good around 10-12 miles, as you have already burnt up some of your stored fuel and are already lighter. Even if you already run off less carbs than you should, you would still benefit from this, as you are trying to encourage your muscles to store more glycogen than normal. There are a few ways of carbo depletion/loading, and one of the common ways of doing it is to have 3 days of lower carbs (I actually take this to extreme) and then do a 3 minute run flat out (after a good warm up) and then 24 hours of eating a very high carb and low protein/fat diet - so in fact, the 6 days fall very clearly into focus on protein/fat for 3 days, 1 day of very high carbs, and 2 days of normal eating. This is less likely to make you feel bloated at the start line. Normally, the distance runner's diet consists of around65-70% carbs, 15-20% protein and the balance fat. In the carb load week, the first 3 days will look more like the atkins diet - loads of protein, then fat, and finally carbs. You will know whether you have done it correctly as on day 3 of the depletion, you will probably feel like the lightest you have ever been - most of this is water loss. It's really important that in the carb phase on day 4 you eat the right amount of carbs, otherwise you will not load sufficiently. As a 56kg woman who normally eats 65% carb diet, this means that in those 24 hours, I will eat roughly 600g of carbs. I won't overeat calorie consumption. That equates to around 2400 cals of carbs. . I have done this as a veggie and it is a lot harder to do it than eating meat. It also is pretty hard if you have a sweet tooth! But it works.
1	1	Or maybe even working???
3	2	Legless - thanks. Very small field last year wasn't it? That might put me off - don't really want to be last! Will see how my running goes over the next few weeks. Had a lovely relaxing time in your pub yesterday. Wanted to get out to lunch but somewhere where I don't come across people I have barred everywhere I look. Your place was ideal.
2	4	I'm the worst person to ask about Luton Marathon. I think the course is awful, I would never do it again. Some peeps like it tho'. It is a well organised event.
2	3	Haven't been about for a few days. Was seeing my aunt ovder the week-end - quite sad, as she's emigrating to Australia next month, to be near her children who settled out there ages ago. She is my last living relative in this country (apart from daughters & grandson), so feel sad to see her go. Hopefully we will manage to get out to see her. Seren - big hugs. I lost my mum over 20 yeara ago now, and as with yours, it was a mercy in many ways, but still really sad. I do still miss her now. No running for over a week, and wimped out tonight too, as it is so wet & windy. Hippo, hope you can get something sorted soon and start your break - you obviously need some time to relect, and make decisions. Welcome back JJ!
2	1	Like you say Swanny. Bring it on. . But not too quickly please.....
1	4	Nothing cashed over weekend so 4th time failure for me. Just to rub salt in the wound both my mates who entered first time have got in. So unimpressed. :(
2	3	Hi,. 3 rejections in last 3 years for me too. Oh well, had already got 2 other locally lined up, one in March or one in May, so not too bothered, and can still train with others that got in. SS.
3	1	Hi all I will be running FLM 2006 for the Disabilities Trust a charity that provides essential services to people with autism, brain injury, profound learning difficulties and physical disabilities. I ran flm 2005 for them as a golden bond runner. They are only a small team but they are really helpful with trainning and support and need all the help that they can get from sponsorship. I was lucky enough to get in through the ballot this year, so to show my gratitude ill be fund raising again. If you have a place and would like to raise money for the Trust I know that they would be more than welcoming. Please let me know if you can help. Thanks . Andy
1	3	AND I'm still deaf in one ear!
3	1	Judging my your post I think you need a bit better finger control with that rubber one! I've not tried a rubber one but I do have a black one here at work! ;-) Its actually a bit sticky at the moment too! Shirl, the week after next I WILL be expecting even more out of you. Practise makes perfect, well done x
2	1	Where do you all find the time??!!?
2	2	We let ladies in our group as well Morticia - although they have to be voted in by the 'thread' team and there are certain attributes that they must have. You are more than welcome to make a guest appearance... (despite not being voted in..)
2	3	Well done to everyone who managed their long runs in the bad weather this weekend. I struggled through 12 slow, wet and muddy miles. The cold bath at the end of it all didn't seem as cold as last week as I was frozen right through already!
3	3	Bedders, don't apologise for wearing different colour specs from me. I've done this race three times, and the start has been delayed each time. Very annoying - I'm with you there. . I've just found that the positives outweigh the negatives, that's all. We tend to major on 'organisation' when we assess races, and of course that's important, but there are other factors to think about. Yes, I remember that there were complaints about the buses but I've always driven there and haven't experienced that myself. The race itself feels like a big event which is why I think it's good preparation for London (insofar as anything can prepare you for London). Bottled water, energy drinks, big field, tons of marshals, good crowd support, town centre running, finish in a high-profile stadium... I've never had any trouble getting my medal or buying a teeshirt. The thing about Reading is I think they genuinely try to improve the event year on year. They keep switching the route and the date to try to improve it, and I respect that.
3	3	Some fantastic mileage being run out there, keep it up guys. Just got back from my 20 (ended up doing 22) Very windy on the way back - bit of sleet thrown in for good measure! Managed the run in 2 hours and 56 minutes, probably a bit fast, but felt OK. I used some gels for the first time - SIS orange flavour. Reminded my of sweet semolina, Yum Yum - NOT. Seemed to keep me going though, so I think I'll stick with 'em. I bought a specific waist belt to carry them in, nice and slim, didn't even notice it on the run! Need to practice getting them out though, nearly ran into a telegraph pole whilst trying to get one out - DOH!! Enjoy your Sunday evenings - HM.
2	3	Work means I only manage 3 runs a week... 2 midweek of 7/8/9 miles and then a long run on a Sunday. I'm up to 16 miles now and doing 18 tomorrow . It's the midweek runs that are hard. This week my 8 miler was b....y hard work. Every step was an effort, every hill was like Everest. I did 15 last Sunday steady in 2hr 20min. Can I still do 3hr 50min ?? I'm beginning to doubt it. Need some encouragement or some advice on how to train smarter !!
3	1	forgot to say - . get well soon Tootie! and if there's coffee going free in Hopkinton then count me in!
3	3	Pinks - Well done at Milton Keynes, I was there too, was my first 1/2 M. I must admit I found the wind around the lake very difficult to run in, makes you feel like you aren't going anywhere. At least the weather was alot better than predicted. Good luck everyone at Silverstone and Liverpool.
2	2	Who got the biggest pb yesterday, I know Mr Simmons whacked 9 minutes off anybody on here beat that? *****THE STOCKPORT HARRIERS HOW MUCH DID THEY SHAVE OFF THEIR HALF MARATHON PB GOING OFF THEIR OWN WATCH CHART*****. Gingerbreadman 7 seconds. WITGB 25 seconds
3	1	ITC - couldn't agree more. I never dreampt of even competing in a marathon 6 months ago...so getting to the end will be one hell of an achievment I know. I seem to have caught the running bug, so I hope that I will continue running way past April 23rd...thanks for the inspiration.
1	1	A convent somewhere up a nepalise mountain. 
2	3	think my feet/ankles have had enough of marathon training, did a fast'ish 6 miles last night and hobling around on a new injury today, right ankle, can't really pinpoint it ,just sore walking on it, that alone running! not doing anything till 20 mile oakly race on sunday, and hope for the best. I don't think i'm designed for marathons, but i'm determined to get round somehow?
3	1	Andrew, I agree with Karen and JEJ - run the half at MP (but you have to be sure that you won't end up racing). I ran a half at marathon heart rate 2 weeks before London last year and it was a real morale booster for me because it demonstrated that my target time was acheivable.
3	3	Hi everyone,. sounds like we are all on a high. Hope everyone's last lsr was a good 'un. Did an 18 miler yesterday, just missed the major downpours. Walked the first half cos of knee problem, then the second half I tried the POSE method of running just to see. It was a miracle, no knee pain at all and I was doing 10 min miles...I've never run that fast ever! Went back to my normal running style as an experiment for 1 min and knee instantly hurt again. So I'm sticking with this method for London. Can anyone recommend so ok tasting energy gels? Tried the SiS ones and they were disgusting. They hadn't been anywhere near an orange and the consistency was what I can only imagine eating frog spawn would be like! Ok I have a vivid imagination. Well done everyone on your hard work so far and enjoy the taper weeks. 
3	1	AA - nice job. Great run HM very impressive,. well fdone on all the long runs peeps. You all seem to be cruising in to the taper modes, not quite sure if peeekay is though.............. I think he may need to consider a taper or 2..... Take care folks
2	2	My running number is 13611! Maybe I will see you there! Not dressing up- I'm going to struggle getting round as it is. I am running for Breast Cancer campaign. I was thinking about wearing a bra over my shirt?!? Argh... So close now!
3	1	Busy week at work, but now demob'ed till after FLM. Spending the next week visiting family in the south-west, so I might not get connected to the intermeweb for a while. Run well people. Thanks for the support and camaraderie. Keep smilin' and be proud.
2	1	easy...easy...easy
2	2	Defo for shorts. It'll be very warm in the crowds. Bike style shorts for people worried about chafing and lots of bodyglide... T shirt or vest top only too...
3	3	Did the FLM in 2003 and loved it - or rather loved finishing it - said never again and had changed my mind by the following Wednesday. Anyway, after 2 years of rejections (nice watch and a huge rainjacket) I was accepted for this year, and got on with my training. Although I have been quite enthusiastic and the training has been OK, I must admit that it wasn't the same as the first time - I just didn't seem to have the same sense of excitement, which I guess is understandable as I'd wanted to run the marathon since I'd first seen the early races on TV. A good example is that last time I pretty much lived on this forum, whereas this time I was just dropping in and out (and consequently missed the support group stuff - must pay more attention). Anyway, this week the nerves have hit me big time, and I'm really struggling to focus on anything else. I'm trying to be excited as well, but, to be honest am a bit all over the place, and can't really think of much else at the moment. Any non-virgins experienced out there experienced this? Best of luck to all of you, watch out for me in my Welsh flag running vest
4	1	Last post before the big day, as I have an early start in the morning. Cannot belive we have nearly reached the end of this long journey. The training has been great (except for the first two weeks of taper). Have meet some great people during training, and have been surprised by how generous people can be when you push a sponsor form under their nose. Also the number of people who have stopped me and wished me luck. Not forgetting what a great time I have had reading and adding to this thread over the last five months. Have really enjoyed reading your comments, Cant wait to read the stories next week. Good luck to you all hope you all achive what you deserve from your hard work and most of all enjoy the day!
2	1	I have only just seen this message! I was there this year!
2	1	Ran my HM at a hilly Watford. So I agree a soft target. Re Abingdon. I wasn't going to bother with trying for a sub 3, as it has never really been a goal of mine, but I'll do it just for you, to make you happy. 
2	2	The future father in law is desperate to get my folks to 'dish the dirt'... good lord. We are having an Italy paty here tonight cos the boys are all coming round for the football and one of Mr KP's mates grandparents are itailan. Tenous but there you are.
3	2	DN - thanks for the words of encouragement. I suppose that I don't count my 3'08 Vienna effort in the same light as the other marafuns as my target was 3'06 as opposed to sub 3 for the 'others'. I am very pleased with my negative splits for Vienna though. 20 mins running on grass for me last night.....oh the long road to recovery!
3	2	Manage another 2.2 today once I got out the dor. Veyr nice, and once my mind was numbed to toe pain, I enjoyed run, adn even downhill was not too bad! Will try 4 tomorrow, me thinks! Hoping to get up to 9 by Sunday. Leicester definitely on now! Claire - make sure you recuperate well! Weight: before RHM I was 12 st 3, after (and after a fair bit of rehydrtaion) I was 11st 12. Now I seem to have got back to 12 st 5. Concluson: extra 2 lbs of muscle! ;-). (Can't possibly have overdone refuelling!)
4	2	BRILLIANT Nicks - well done, you have really come back stronger after being so poorly! no way i will be able to keep up with you come FLM 2007! lol. Rio, i'm confused...how do i know what i did wrong last year? and how did you know it was the long runs? i did couple of 16s, couple 18s and a 20 for this year. i just felt tired on the start line and felt grotty around 10-16 miles but after that i felt better and could have run a lot more but just didn't really get going again.
3	3	Ms Raptor, best wishes for Abingdon. I did my now weekly 13.1 mile solo run yesterday, and was slightly peeved that my pacing (without technology) was marginally off and my time was 1hour 47 and not 1:43:30 like last weeks. I guess I've gotten used to always improving my times, but for a training run, I should be happy that it's now a regular thing and not a monumental challenge anymore. The plan for Glen Clova Half is to collar someone of experience who has a bleepy thing so I can attack the 100 mins target ! Pidge, your photo didn't do you justice either. I had you down as a white van man in his forties ! Anyway good luck with Barnes Green. It shouldn't be too hot for you ! Find someone beforehand who plans a similar pace to you and smash your PB when those gazelle genes kick in from mile 10 onwards !! Just don't bring up your job if you like a chat going round ! Ha! Ha! I am gonna experiment with these wee SIS gels that Mr Dap swears by at Glen Clova, if it can give me a wee boost to maintain my pace. HRR, I have big plans for you in the Winter months ahead, so soak your feet in vinegar like a pair of conkers, and fingers crossed you'll be back soon. . Amanda Z, hullo. Good luck in Stroud. Think I've been there when I lived in Bristol. Take it easy and think only of good things, never giving negative thoughts any space in your head. . I've not looked at any training plans yet, feeling that the higher my long run can be come Christmas, the better. I'll have less ground to make up in 2007, so might actually enjoy it, instead of it being the most hellish 12 or 15 weeks of my life ! QQ, does the bloke off Blues Clues on Nick Jnr still sing the Bedtime Business song at 7pm ? A classic ! May have asked this before, but if I'm 6 ft, 13 stone and have run maybe 500-600 miles this year, is it OK to wait for Santa to bring me a new pair of 10 n a halfs ?
1	3	Given they claim to automatically mail out Marathon News to those previously rejected I have a bad feeling about my 5-times-rejected application this year - they've only mailed it out for past 2 years, had to go looking for it before then. Have cheques stubs & bank statements available, plus list of the "thanks for bequeathing" gifts - 4 of which are still in use. Have never found the helpline all that helpful; maybe I just get folk who are having a bad day ...?
1	4	Hi all (changing subject). Totally gutted today as actually DROPPED OUT of my 5K race after 1K. Started strong then unbelievably right hamstring cramped out...pretty much out of the blue. I stopped and stretched it, started up again, but it hurt like *$!~ so I stopped. Now I wonder whether I could have kept going? Was the seizing psychological? Because it doesn't feel so bad now? . First time I've even started a race and dropped out. What a horrible feeling, but I guess it's all part of being a runner. . In general I think I'm putting too much mental pressure on myself over race results. Which is silly, because it's not like I'm even at elite level as an amateur. From now on I think I might start thinking of races as training runs with a bit of company. . I also think I need to race more so that each one doesn't seem like such a big deal. Anyway...really disappointed, so if anyone's got any good jokes or anything?? 
2	3	Good advice to take a mobile with you - mine plays MP3's and I know I can always use it to call a taxi in case if injury - keep the volume low or you can't hear the traffic. . Wear something reflective so you can be seen - even with streetlights it amazing how invisible you are without Hi-Viz gear. And remember, other people are probably more scared of you than you are of them - imagine how you would feel if you were out at night (walking) and heard the sound of someone running towards you. The worst I've had is being egged by a goup of teenage morons from a car; I was heckled by a group of adolescents once but asked them to run to the top of the hill with me - as you can guess, they all dropped out exhuasted after a couple of hundred yards!! 
2	3	I've yet to hit an easy patch in a marathon! Hippo's spot on with her advice as usual. My big mistake in my first mara was not having carbo loaded enough and I ran out of fuel too early. Not pleasant!
1	3	Hippo - ouch - hope you're ok - call a doctor?
1	2	SF is Roobarbs partner(at work only). ot ehrwise kbown as spannerB1tchbumfface
3	3	Happy new year all! Thanks for the comments, Bambina and Kayvee. My back is still not quite right. No pain anymore, but just feels uncomfortable under my right shoulder - like a muscle is trapped or knotted or something. Think I will give my old physio a shout - better to get it sorted out sooner rather than later! I've been off running for the last couple of days anyway - my first hangover of 2007 has reached a second day of suffering!!! Read more in my FLM training blog at:. http://www.whtimes.co.uk/flatfiles/weblogs/chris_lennon.aspx
2	3	Darren, I will also be looking for 1:35 at Wokingham and will see if 1:30 is possible at Fleet or Reading, to push for 1:30 may not be a good idea at this early stage in training. Wokingham is a good fast course, last year was windy, very wet and cold so you should not have too many problems, just after the start I would suggest to stay on the path, if it's been raining and if running on the grass could be a bad move, it's not too long before gaps start to appear and can then settle into your pace
2	3	Managed to get up early this morning to get speed session out of the way. 4 x 1 mile at 15.5 km/h with 2 mins rec. Found it very difficult especially the hill I have to run up on the way back from the gym!
2	2	Reb MM - just want to reinforce what the others are saying. When I did my first marathon training, I ran too soon after having a chest infection and ended up with pneumonia. I ran because I didn't want to put a dent in my training, but ended up writing myself off for weeks afterwards. . That said, I still managed to catch up. You've still got plenty of weeks to slowly build up the long runs, especially if you're not going for a particular time. In many ways, your first marathon gives you that extra bit of freedom that you're going to get a personal best regardless! Good luck.
1	2	I reckon I was approaching wall state, actually. More of a garden boundary sized wall, but the pace definitely dipped at the end as I climbed the final hills. Sorry. Remember, I'm an aspirant still, not an achiever yet.
1	2	Typical that I mistype the word that is bold, so it stands out!
3	1	AorN, I hope you're out there blasting away your hangover now! Good news on your shin, QQ :o). Gentle 5-miler for me this morning too, to find out whether I could run in my new sorbothane insoles. They were fine. I'm not a morning runner and never really warmed up, but my shin didn't make too much fuss. 
2	1	TR Sounds like you're aiming to beat my Bramley time. I don't think I would recommend racing 20 miles as I did. I managed it because I was already well-conditioned (2x 20 milers in Jan and 2 x 22 in Feb before Bramley for example).
1	3	I did a 10 mile race on Sunday - 71 mins. I am a bit concerned about the number of long runs people have done. I have been following a RW schedule for sub 3.30 and have only done 1 x 15 and 1 x 18. I do have 2 x 20 and 1 x 22 and 2 x 15 before 22/4. Hope this is OK. I am still not cofident of being able to do 8mm for LM - 7.10 for 10 miles was ok but couldnt do it for any more 13m. . Getting worried again.
3	2	Morning everyone. I have posted this before on another thread(sorry Rio) but thought it might be of interest to you. "Word to the Wise" For those who are treading the roads of London for the first time. . On race day just think legs. What! I hear you say. Think about it. You get out of bed, You have to travel to the start. You may well have had to take the train. You have to walk from the station to the start area. Now your nervous and you are walking around looking for friends or charity areas. You go to the loo, and stand in a queue. You have a coffee still standing you change and then at last you go to your start pen. What!!! sill 30 minutes to go and your still standing. Yippeee the gun goes of. Hang on you havent moved. It could take anything up to 10 minutes before you actualy cross the start line. THEN you have to run 26.2 So the moral of the story is keep off your feet as much as possible on race day. Take an old shirt,jacket,bin bag, anything to sit on wherever you can. If you dont you will wish you had. Trust me I learnt the hard way Good luck everyone ENJOY YOUR DAY.
3	2	Hi all. Just popped by to say I am in no way jealous of you lot doing the FLM...not at all...not even a bit...no sir...not on your nelly...face ? bovvered ?....am i bovvered ? Not bothered at all...honestly, really
2	3	Caro its not that sort of a massage. If you are in pain it is just to take some of the knots out of your legs and not relaxing at all. Stiffness is all part of the marathon unfortunately - it really does hurt a lot. And it cant be avoided. Some grit and determination is needed. Roz some people carry deep heat with them to rub in when it gets tough or the muscles cramp too much. Might be worth thinking about rather than adding an extra layer.
3	2	Howdy! I went to the gym again and my foot is still holding up. Going to try and run for a little longer on it tomorrow morning to see how I get on. Fingers crossed! Hope Mrs PS get's better soon! Tracey, tell Bernard well done from me (although through gritted teeth 'cos Hippo's right, it just isn't fair!!). Lyndy, good news from you - let's hope you're well and truly on the mend.
2	2	Show off! ;-)
2	2	Morning all,. TR- You've got to rest up,you are only delaying the recovery. Geewok-Fingers crossed....at least you know what the problem is now. WW-I'm planning on doing the 13 miler as a progression run starting off at around 7.30's and winding up (the last 5 mile) at projected MP. Dan- Whats the plan?.....6.20's
1	2	WS I'm not sure that mile 1 reading is correct as my HRM has been playing up a bit and I wonder if it got confused with other HRM's and telly signals etc. The first mile was v slow so I think it could be wrong. Having said that, my HR was definitely shooting up when I was still in the queue for a wee with 4 mins to go before the start!
1	1	more like £65 for the cd this time WD
2	3	I, like others have already said, ran with my own 500 ml bottle at the start, when empty i discarded the bottle but kept the sports valve lid. and just screwed it onto the next bottle i got. i was able to do 2 stations per bottle, but still found there was nothing at 11 thru 15 then only intermittent supply to the end. Im not sure whose fault it is. i suspect it's 6 of one and half a dozen of the other. FLM should have put more on, but likewise faster runners perhaps should have bene limited in the amount they can take. i dunno.. i aint pointing fingers. . Guess in a sense it adds to the "challenge" of it all. :-). 
2	3	I did a silly thing with my 305 and set mine to marathon distance (I only bought it 2 days beforehand!) and is shut off at 26.2 miles, with 4 minutes to go. Up till then it was running about a half-mile extra. . It says Garmin can be up to 99%+ accurate but given the several tunnels we had to go through, Canary Wharf and isle of Dogs, etc, not surprised people are out by so much. I'd rather it was telling me I was slower than actual, than faster than actual. Looking forward to using the training programmes from this site with it, once I've recovered. 
2	2	LOL TR my legs look more like 2 sticks of celery poking out of a carrier bag :-). Swim was in some school pool really wierd as you do 8 lengths 2 per lane then get out and do 8 more. CARNEGE for shite swimmers like me. nice running Jakesy. I was out at 4am this morning for 10.4 miles at 7.36 pace. Not fast or hard but nterestingly my avghr was only 129
2	1	i forgot to add London Chest Hospital 10k - 8.7.7 to my list. am hopefully taking a group of Brownies to the 1 mile fun run on the same day. am going to chat to them about my marathon run and having lost lots of weight (although the emphasis will be on being healthy and not losing weight.)
3	3	&lt;Pushes the door open one last time...>. Hi Minni - I ran 3:14 at Lochaber, which was a PB by 11mins. I use my HRM on every run, although the battery packed up during the marathon itself (typical!). Windsurfin' Susie over on the Hard Training thread has far more technical HRM training knowledge that I do, so it might be worth sticking your head in there. For me, I religiously kept the vast majority of my runs to 70% of my working heart rate / 75% HRMax. I now know what the different efforts feel like and don't need to check my watch very often. HRM training has certainly improved my sense of pacing. Almost always I run by effort and by time on feet, not pace. So for example, my tempo runs include, say, 30mins at 1/2M effort rather than a 1/2M speed. And a typical long run will be something like 2hr30min at 70% WHR, rather than an exact mileage. This approach allowed me to ramp up my mileage to 70-80mpw at peak without injury/overtraining. I ran every day for over 6 months from last September until the taper without problems (having spent the preceeding 18 weeks off injured and not running at all). In the last 4-6 weeks of training I made the switch over to quicker running, trying to hit specific paces, increasing the speed on long runs etc.. Which brought me nicely to a peak. I reckon the best thing about an HRM though is on recovery days, where it gives you permission to run slow (as slow as 10m/m, sometimes even slower). I'm a complete convert to 'active recovery' now, rather than taking rest days. It's all useful mileage! My average pace during the whole training period was only 8.48m/m. Very little speed work at all. But despite this, my eventual marathon pace averaged 7.26m/m with a slight -ve split. And my 1/2M and 10K times came also improved. HRM training takes patience though.. initially most people have to slow right down and that can be hard psychologically. So it's not everyone's idea of fun. But if you're going to give it a go, I reckon spring/summer's the perfect time to do it! A good intro book is 'Heart Rate Monitor Training for the Compleat Idiot' by John L Parker. &lt;closes door on way out>
2	1	Mike-you posted a few pages back a recommended schedule (post marathon) to keep things going before the next marathon training block (autumn). Seems to have vanished, any chance of posting it again. Cheers.
2	2	Gobi Youda man. Without the skinny one with the funny gait to hold you back you're bound to nail it. Have a good weekend kids. As you were then.
2	1	Glad its not just mine Susan - maybe Howard will help us out with some of his wise words.
3	2	ah, that Ceilidh was rocking. Do you know it finished 2 ish! yes a few did the whole thing and mara at then end too! I think K2 and Loon Dod both did the lot!I went back to bed at a bout 10 though I felt so miserable, lets just say as well as wooden left leg I had totm and was sitting at the meal struggling to talk, smile or anything. Best at home when I feel like that I think! Hubby is number 68, following me in on the beach run, I am carrying our mates camera because they both thought it a good idea to jump into the sea before we finished! It is a fun event the beach one, you have to guess your time and the nearest to it wins. One of our friends got it spot on and I was +35 secs!
2	3	Oh dear not a good last few hours for BW today and NN yesterday afternoon. I would say I hope you kicked his ass BW, but doesn't sound like you'd want to put your foot there. Hope the weekend gets better for you two, I'm sure the theraputic running helps. Can't complain other than being at work. A few hours to kill then off to Beverley races and no 'silver ring' or 'tatts' for me today, I get to lord it up with owners and trainers for the afternoon, what-what . Leaving the running to the horses today at least. Hopefully Harvest Warrior will do us proud again and make it two wins in two, though I'm not sure if the ground is soft enough - this horse is more x-country than road race.
2	3	I'm an all the gear cyclist so if I am out I don't really care about the weather. . I know when doing tri, my running never got worse while I was cycling and running less. I have noticed this year that although I do little or no cycling I can still manage 19-20MPH for an hour on the bike and then get off and run. . Downside is my bum hurts due to lack of riding !!!!!
2	3	oh my god look at RH and I's forum posts!! what a couple of wasters we are! tee hee. Managed 45 mins on saturday. Bit fed up as it was incredibly hard work. I just can't seem to get back into it at the moment. Hey ho...I guess body is not quite there so I'll continue to cross train ahead of my hols....just over a week to go!! excited? Me? Never.
2	2	Oh Gatton no you don't have to do that! Pinks I'd like to do it in 2.5 hours. I'm not sure that's realistic though.
3	1	Just repeated last saturdays 20 miler on my loop. I came out about a minute slower overall spread through the 3 sections. Very happy with this one and a great way to bring up the 100 mile week. Racing(easy plod) around the Downlands 30 miler tomorrow I will NOT be rushing.
2	2	A comment was made about not having a GB charity place the first time you do the marathon. I disagree as people really see it a challenge the first time you do it and appreciate that it is really something hard that you have never done before. Because of this I found people quite willing to sponsor me. I'm not sure that I would get the same response if I did it again as they would know that I had completed it once. I had a fundraising target of £1500. I managed to raise £2,200. I did start fundraising in December with a Christmas raffle and did a few other activities as well as asking for sponsorship. The company where I work also gave me some sponsorship. It can be done, you just have to be willing to ask a lot of people!
1	1	What did you expect it to do? 
3	3	Cheers AH & Susan for kind words. . Good thing was when I got back to my car there was an ice-cream parked opposite. :P. Spring mara for me? Doesn't appeal to be honest as spent so much of this year training. Might go back to 10Ks etc. Had lady at club on Wednesday chasing me for this years X-country. Even thought of GSR at the moment is not attractive. Better flippin get that sub 4 at Budapest or I will be doing another one won't I! . Right as if not had enough punishment for one day now off to get legs waxed - ouch! :(
1	4	:(Sad, bored Delia today. I've had to call in sick. Got no voice, can't swallow, can't eat, can't breathe very well....yuk yuk yuk. Got the quacks in a bit but I'm already bored out of my tiny mind!
1	3	Unfortunately Odeon, 2:59 isn't that impressive for a wheelchair athlete.
1	3	WW - sorry about removing you! On the training plan, I wasn't suggesting that would be it for the week, they are just the key sessions I reckon. On the MP training, some of the medium-long run might be at MP and some of the ends of the long runs. I've never done much MP training, because I find your options are: Do 5-6M at MP in a longer run (which is basically what I suggested above).Do 10-12M at MP. I find this really hard and can barely manage it without entering a HM race. I usually do this a few weeks before the marathon e.g 5M easy warm-up, straight into the HM at MP. I don't want to start a fight, but I'm not a fan of running at MP in training!
2	1	Tell him you promise not to run whilst you're in the pub. Sorted.
2	3	Hi All. Bootsie - I hope your leg feels better soon, i know its easy to say 'try not to rush it', but in your mind the event gets nearer. Maybe some long walks, will ease you back into it. . TopSec - I can imagine how annoyed you feel about FLM losing your entry, i was very lucky this year, i know, and of course i would have accepted rejection, but losing the so many entires seems very careless indeed !! . Ran 5 miles this evening, the first 3 went pretty well, but my legs then felt very heavy, did 51.47, but the 8 miler on sunday will be much slower pace.
2	2	P.S. Nice cartoon in the December edition of Prospect magazine I thought some of you on here who share my 'anti-fat and the population is being seduced by food and car manufacturers' views might enjoy:. A stout man is seated at a desk in shirt and tie. On the desk is a sign bearing the legend 'Immigration'. On the other side is a thin man, at whose feet are several suitcases. The text below the picture says: 'You're in luck; we're very short of thin people'. 
3	2	Some great long runs going on. I wish our County XC was on the Saturday so I could have bagged one but never mind. Had a reasonably good race, came in 8th, but given the opposition I couldn't have come any higher up, and would have been very disappointed to come any lower down. There was about a 30s gap in front and behind me, which enabled me to enjoy the last lap a bit more. It was probably the hardest course I've ever run on - I reckon I wasn't faster than 10min/mile up one particular hill, and it wasn't that short, and we had to do it three times! Three main hills on each lap, and very muddy for about 50% of the lap. Think we just lost out to Coro's team for the win, but didn't hang around to find out. Anyway, a good workout, and I've been offered a place in the team for the Intercounties, so a good afternoon out all in all. Coro and EdB probably had more interesting races, so I'll let them recount their tales. Ed in particular had a pretty 'eventful' run! Marders - I'll be at the Fred Hughes 10, but marshalling (we host the race). I think JEJ said he would be doing it, but that was a while back so may have changed.
1	3	Last night at the track we did a session (into the wind of course) of 10 x 3 mins, with 1 min recovery, quite a tough little session and it definitely made me puff and blow :-o. This morning was a 6 mile run into work on the icey pavements and road, which was an adventure. I was skidding and skating all over and had to head for the grass verge to stay upright on a few occasions, so forgot the time and concentrated on making it in one piece. Tomorrow is a rest day, as I have a league XC race at Whitby on Sunday - feel cold just thinking about it!
1	1	i'm going to do the hotel switch today. Mind you lot sound as though you'll be miles ahead
2	2	I don't think it is cheating really, if you run against the virtual runner on the watch is that not smilar to a pace maker which most top distance races have these days anyway?
2	3	Wardi - just pops in to say I too found the wind just a tad much today. I could cope with running into the wind and hardly moving, it was being dragged up a hill by the force of the gales near a main road and having no control over my legs!!!!!!! Cut short my run after 6 miles too. Hope it's calmed down for my 20 miler on Sunday. Enjoy your weekend and your rest day in particular!
3	2	hello boys and girls .... lots of good running going on and lots of good banter - who are all of you people anyway??! just got back in from my trip to the smoke - had a good run this morning from Pimlico to Birdcage Walk and the Mall - raised my hand s in victory as I crossed the finish line .. 6.30 in the morning and no-one was looking ... ran towards trafalgar sq, took a left to run along the embankment but got lost and ended up in birdcage walk again and ran past the finish line again ...... then found the river and finished off my 7.5 miles. Just 2 observations - it's VERY VERY FLAT!! well at least compared to up north. and secondly, nobody says hello to you when they run .. again very different from up here. looking forward to the snow in a few days - that;ll stuff the training...
