mean pos	mean neg	YouTube Text
1	1	$650
3	1	This is good !
3	1	dude this was a great show on PBSi rather want to watch NCIS or star trek or wishbone.
1	2	i got it on video there should be no question that the old man and the woman and the hero from the stands are at fault
5	1	Wow...AWESOME.
1	4	How can a God who demands killing be a god of mercy?
4	2	i wasnt keen on david tennant leaving, but when i saw matt smith in the first episode of series 5 tonight, i have fallen in love with him ha. wierd i know but, i suddenly want to watch everything he's been in so im starting here :L:L:L whos in the same possition:L?
3	1	nice...
3	2	MY Disney,.good disney. Disney EVERYONE could Relate to.
2	2	@iggy35 Try making her feel like a queen and she will do anything for you, King.
1	1	whos the tune by ??
2	3	@howardmciii , thats a matter of opinion. So what it was an academy award nominee. The movies he named describe the hood, they represent the inner city, the black community. The acting,directing and motion picture were better in Rebound,that's how it is
1	1	Cliff Edwards!
4	1	I just got this pedal today and it is KICKASS
4	1	Love that color!!!!
4	1	That is an excellent suggestion, I will implement that one as soon as I can.
4	1	Man, just watched this, nice work and awesome shots. Love the music too!
1	3	that guy is nuts goin at it with a wool pad!!
2	2	.... But I never can think of the right thing to say until everybody's gone home...Was reminded of this famous line of dialogue today -- unreal how great Hollywood was when it was. Conservatism even makes better comedies. Ryskind was a conservative and Obama could learn a thing or two from this film...
1	1	Max, Max, Max...
4	1	Excellent! Brooke Smith
2	2	It's always amusing and interesting to see "Fingers". You never know what'll happen next. "Next"....
2	2	@kingbharvey did you let mayweather cum in your mouth?
5	1	This is more than cool!!!! Great animation! Brings literature to life! Truly shows how amazing the human body is.
3	1	Great song! ty for sharing
4	1	Wow... whoever edited this did a great job... and that guy on the piano aint too bad either. :)
3	1	papi jump is hood!!
2	3	Surprisingly enough, the one thing i cant get passed is a Badass raider. He just WILL NOT die.
1	3	@rumblefish1988 too bad they are weak. running is useless if you want to be strong
1	4	i was referring to philo farnsworth, u aching great cock
4	1	this song is amazing.
2	1	I want to sync cubase SX to a Tascam atr 60 8-Track reel to reel. Cubase sends out a smpte code how do you get the tape machine to act as a slave? Do you know?
3	1	You're welcome
1	3	...umm i hate tht voice pllllz change itz annoying..and scary
1	4	adam suck my cock.....
3	1	Thank you.
3	1	Cool song x3 Thanks for the link!
3	2	i believe it's A-DOE annie. haha.
4	1	My Favorite group and educational at the same I'm doing GCSE History! It's not just the fact that Abba are my favourite group that makes me like it, all the information is easy to understand as well! I think all these History revision Vids are going to be very helpful. Thanks!
4	1	cool very cool
2	3	I deal with this every day in the United States. this is a crappy country. China rules.
3	1	picked up just cause 2 and resonance of fate this weekend in the Uk. haven't touched just cause. resonance of fate rocks. :}
2	1	SithLord is correct, treadstone is CIA based, out of Langley VA
1	3	0:02 Was that a soaking wet condom wrapper on the ground?
1	3	Seems like the last few stories like these, like the girl in her dorm getting swastikas on her door, all have turned out to be the person doing it themselves.They set up a camera to catch the anti-semite, and instead found her drawing it, then calling and crying saying someone was going to kill her.
2	2	very well done for a none economics person - informative and not boring - Thx
3	1	8:48 omg the girl on the righttt..
3	1	SING CHRIS!
1	1	where was this video shot?
1	3	Who cares if the Japanese are hunting whiles? I don't know if greenpeace gets government backing at all or not, but I don't want my tax dollars supporting this rogue organization. If so, I'm going to write my senator.
2	2	@swu880 hell there are so many ways of making a stable structure such that it could stand with half its columns, or even a quarter of its support columns, or even lessits all about REDUNDANCY & good design
3	1	awesome.
3	1	beautiful, really "sounds" like absinthe
3	2	What's wrong with the "Audishness"you can get the similar look with less money and better fuel economy. I want this car!
4	1	lol
3	1	Lol i love it .. Go to BestBangz {d 0t] com if you like hotties too ^^
5	1	Thank you sooo much I am glad that you loved it!!! Yeah that was actually what i was hoping people would realize by watching this video and i am really glad you did!! Yay thanks! lol!! Jim is definately everything to Mel no matter what!!! 
3	2	Steve hit #20 in Billboard, 8-22-87. No offense here, but, God bless!
1	4	dude. you can see your buddy's reflection in your sunglasses. don't be a douche and try to BS the world.
2	1	ditto
1	1	i am trying to look for a diffrent kind of halalujha song bsides shrek
2	5	Its good to know that they are populating the earth, more then what it already is. Screw their religion, screw the duggars, and screw any organization that gives them money for spitting out their hatch lings...I hope all 20 of their kids die in a plane accident, now.....THAT would be a hell of a story LOLOL!
3	1	Oh yeah, I can see it when you first spin it. Thx.
2	1	wat a come back
3	1	My favorite scarf is the cheetah print scarf ! it's soo adorable and you can wear it in so many ways ! (:
2	1	So thats what it was supposed to sound like at the jam night? Well done for remembering it, shall have to give it another bash sometime.
2	2	Exactly, this is a song about obsession not romance. The love was one sided.
1	1	buen tuto y buena inspiracion
4	1	maybe my favourite video ever
2	2	2-5-10 USDA announced its dropping NAIS...for the time being anyway...just read that at Farm and Ranch Freedom.
1	1	minh minh ki qua! Hac Cai luong di! LOL!
1	1	maan wer h?rt denn bitte Jan Delay? xD
3	1	I enjoy this
4	1	Awesome vid... I had forgotten all about this... it's great...
2	1	wow norweigen sounds a lot like english
1	4	Sieg Heil From Bristol.Clean Again The Streets of Europe of scum!Heil Third Reich!14/88. Britain!.
1	1	Theres a hole in my bucket, dear lisa,dear lisa, theres a hole in my bucket dear lisa a hole
3	2	this guys also played george washington in the TV series george washington 2 the forging of a nation and movie George Washington. Im disappointed that he's not remembered for that particular role since he really did a fantastic job in it.
1	4	u guys know what i hate u ur using a good stragie than people say "ur a noob" or they say "ur cheating" i just hate that
1	1	es muy bueno y muy sierto la perseverancia es la llave al exito animo
2	1	they should do a Morgan Freeman narration LOL
2	2	holy hell... i better stop bein a bad boy
3	2	I've had mine for 5 months and it works great and has done everything advertised. Don't know why people are complaining about this thing.
3	1	thanks man
2	2	@BrownMatteo i wanted to move to japan for vehicle stuff but now i got a new reason
3	1	hey guys! comment like and sub!
3	1	I hope Spielberg directs the Just Cause movie adaption. Every movie he does is a masterpiece! (Yes i was hired by him to say this)
2	1	Valid point.
1	3	1:28, my God what an annoying voice.
4	1	I really adore this song.
3	2	@Eccles345 Haha =P
3	1	Brought back such wonderful memories from the Lahore of mid 60's
2	1	im better
1	3	shoot the cameraman!
3	2	hey, r u ok? i'm sorry ur confused...BE NICE!!!
2	2	i think i was having trouble getting the sound right, not playing the riff
2	1	who is that lol
4	1	Thanks! x
3	1	A home with true character!
1	2	I don't know about this video. Do you habe any others that can back it up?
4	2	@wlin2w8 AHAHAHHAHAHAH! ;DDD
4	1	She is truly stunning!
2	2	Don't use google! There are other search engines you can go through for the same info. Also there are host sites that will "search" for you. Maintaining your privacy for a small fee.Good Vid Bro!
2	3	the amount of fear mongering over this on the tv lately is rediculous. this is no more fatal then seasonal flu. alot of these fatalities they report are people who died from other causes that just so happend to also have h1n1 at the time.
3	1	very good
2	2	It is referring to the original Air Date
3	4	HaHa! I threw that sht before i walked in the room! His little Chinese eyes burned right in my stomach, deep in my soul. He said something to me in Chinese llike whop som sow sound like Cone cartoon sht. Best movie ever!!! Why black dynamite why!!!
1	1	univision tiene a la gente inyectandole solo noticias bajeras ,pobres vendidos del govierno
1	1	Ayo menk mez voch mekis chenk geradasum mi hat hay eyin uzum toxnel aynel tangaranum bays chen karox ayn anel kani vor mez HAY en asum.
4	1	I love FFF!
4	2	AWSOME SONG why no coments if such a good song
4	1	wow just wow
2	1	I wanted to see that Weakest Link episode..great upload anyway!
2	1	hes good in pes6 though
3	3	rawrawrawrarwrawrawrawr
3	2	VERY NICE. could've added an extra video for a higher guitar on the very last part, but other than that, excellent job.
2	1	the music brings back memories!
3	1	i now got frances ashman and this song woop woop
3	1	Massive rattings to the person upz dis still, tinie tempah smashes IT but i got Afew Of his VIDEOS LEAKED ON MA PAGE NOW, I THINK MORE LADIES WILL LIKE IT TO TELL THE TRUTH BEHIND THE SCENES. Check it. Click ME NOW!!!.
1	1	Uzywalam tych szamponow i odzywek John Frieda do wlosow blond i jestem zadowolona!!!!
3	2	say bye bye Autotune lol...Autotune is still good though...for that electronic style in the vocals...but but this shit is the bomb! too damn realistic forreal
3	1	I remember my housemates and I crowding around my television to watch this; we loved it, it was such a good spin-off.
2	2	Food is food.
2	2	well thats just the shake pulling through the mouthpiece.learn to roll the mouthpiece of your blunts and joints better and you won't have this problem.sometimes i put a few little stems in the mouthpiece to keep any buds from getting through
1	4	No shit it altars weather patterns ` this caused the earthquake in China in 2008 ` the earthquake sure did grab attention away from the brutality in Tibet.
2	1	they need to put this on itunes.
1	3	@GregoryD57 Haha your lack of irony is hilarious mate.
1	2	Im Ancraophobia
3	1	she is wearing a thong...hawt!
2	2	lol wth i just noticed the guy in the background going " ughh ugh ugh ughh"
2	2	he lifts the stone up as if it weighs 10 pounds
3	2	I wonder how many people watch this show. Uh.....hopefuly EVERYBODY!
3	2	The beginning was the best so wishie washie spreeso washy washy!!!!I about died for that
3	2	God be with her during this time of pain. I pray for her and Michael Jackson's family to have strength and find comfort through the memories they will mever loose. God Bless xxxx
4	1	my favorite track from the new CD...it's awesome
3	1	ROFL
3	1	The chord move from the bridge into the new solo just makes my skin crawl. I love it!
2	1	that candy apple red and rosewood is growing on me.
1	1	The boost force direction is opposite the camera moving direction.
1	4	words can't describe how much I hate this song, and how I nearly kill myself singing it in Lego Rock Band
2	1	wait who sings this.........? XD
3	1	Every song he ever sings makes you feel like you are really there and can or have lived in that moment.
2	1	hi sunny. i live on the east coasts long island. i have about ten black wallnut trees on my horse farm and i just went out to pick a bout 100 today and now i need to crack them. last year, i had a harvest of about 1,000,000 and my italian grandmother came up with a new way to crack open the wallnut. what she did was put it in a sock and beat them with a hammer. try this idea and tell us what you think. is it easer than the nut cracker
3	1	Why I love my knight xD
2	3	The film is good but the message is very obvious and biased. It's basic premise is to honor the draft regardless the price or the mission. Long live the republic, but may the empire it has become become may never sustain the agony it's inflicted on the world.
2	2	You should use your knight to search vats and other things that could possibly hurt you because he can take the most punishment.
5	1	Purely Adorable!!!!
3	2	this match was way better than mike mo vs. billy marks
3	2	I still miss Louie Kaboom!
4	1	Vary nice work. Excellent detail, I want one too just a wee bit bigger. I can here myself from DX land cool.
5	1	They need a higher rating system for this one. Absolutely amazing in every way! Quite possibly the most original concept on youtube. Keep up the good work.
1	2	Why shouldn't evey wound hit him?
1	3	WTF im trying to make pancakes not a bomb!
3	3	fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu rrqthmet mu kan qu heh lol, nice work
1	4	wtf is this... proberly the worst shit i have ever herd...
1	3	sorry but pittiful
1	4	I have no idea what "yes, idiot" is supposed to mean. Ditto goes for your "YOU!" comment.As for "cock" meaning both, then it would be equivalent to our "dick", which is generally not bleeped when used to refer to a person.
1	4	Heavily edited with ads......there is like a half hour missing from this movie WTF? What a rip-off!
3	1	@AttitudeEra9701 hell yea i peep dat 2
2	1	You should be able to do this in CompositeLab. We filmed the actor against a greenscreen, then animated him disappearing into the floor. A displacement filter was applied to create the wibbly effect. The full DVD has more info.The easiest way to apply a mask to grading is to use a grade object, which can be found in the 'effects browser'. This can then be masked like any other object.
1	2	eh, blue beam already, china must be a bigger threat than I thought.
4	1	Thank you! This helped me on my excel homework !!!!!! -[A thankful college student]
1	1	What the music to this dance?
3	1	Nice video 5 stars
2	2	How about a Dodgers v.s Giants inning man?
3	2	Noel is now a better singer than Liam, no question about that.His voice has remained strong ever since the 90's.What a man Noel is!
1	5	IRAN delivers TERRORIST ATTACKS through out the world!!!
3	2	Totally agree man. The Knicks (and the whole league, for that matter) need to play with more heart and less B.S. Get the Knicks Complete History on DVD, it's great to go back and watch the old playoff games...so many great memories!
2	2	@alazrenda9 you could hear her voice is kind of raspy when you use your voice to much it gets like that
2	2	werd my friend werd
2	1	I thought I saw a Pussy Cat! I did, I did...
3	1	I'm just...over the moon.
2	3	Tabs PLEASE dude. Thanks lol
2	2	Sometimes?blak12345, Sega always rules. -_-
2	2	funny thing iz his singing isnt really dat bad so i dont undastand why he would use autotune
2	2	Thomas Jefferson - The tree of liberty must be refreshed from time to time with the blood of patriots and tyrants.
3	1	This reminds me of the book "Longitude" by Dava Sobel about the invention of the marine chronometer...great book!
3	3	You are evidently uninformed. These people are trying to create legitimate green business opportunities. They have already succeded in starting a concentrated solar photovoltaic manufactureing division. Plus many other succesful spinoffs of thier endeavors over the last several years. There has been bumps in the road, but if it was easy everyone could do it. What have you done lately to reduce the worlds carbon footprint? Please be slow to criticise untill you have all the facts.
2	1	The music start at 4:19 Nice Song If You From South Central
2	1	They used Shawn's real name, Shoot Sketch!
2	2	Yeah. Terrible driving happens to everyone that has Mario Kart. (When they first play it.)
3	1	WHATS THE SONG @ 1:00 @??????????
3	1	Love eva!!! Does she say parker in an english accent at 2:10? lol
2	2	,,ah right,he,s a chef /
1	1	bonek - aksi barbar, sebuah kemuduran peradaban
1	1	@jaguarfast1 he sings "theres gotta be more" at the bridge
2	2	Dont you ever wonder how Lil John gets his voice like that? O_e It scares me sometimes!
4	1	Nice Video.
2	2	I belong to a secret group which is connected to the Catholic Church. It's called, "The Knights of Columbus."
3	2	You are so sexy! And I like how honest you are, " not like the one you have at the restaurant but it's pretty good enough." Wont cheat. Marry me and cook for my fat ass!
1	2	crazy
3	3	The farts starting at about 1:57 sound like whales farting under water. I'm laughing so hard I'm starting to snort like a pig!
4	1	Your videos are charming! I'm completely in love with your show! Thanks for taking the time to share :)
1	2	Go online till sunday morning then go too sleep
4	2	But what if u DO like it? i think this song, or at least the way u sing it is wonderful and beautiful and awesome lol
3	1	great song, great video. thank you!
2	2	Are the speakers weak? How is the music player?
3	2	i know its a movie..but man would it be hard to make those shots on a horse..still awesome though.
3	1	Good times role!
3	1	I'm not a businessman, I'm a business, man
3	3	STOP YOUTUBE!!! For your information, Youtube is getting rid of all Anime videos.Every night at 10:00p.m. they have a maintenence that deletes any videos that are Anime...To stop Youtube from doing this, You need to get enough people to Protest...To do this, please help by Copying? and Pasting this message to all of the Anime Videos from being deleted. STOP YOUTUBE !!
1	1	otro receta que bueno, gracias Sr Max por la receta de pan de jamon, la bote de homerun en la fiesta no quedo nada :)
4	1	XD awesome
1	3	0:24 Birnes: "You guys want evidence? Melanie will show you the evidence." Sounds very convincing but as always, their claims and emotionally-charged language come to nothing. This is is *no way* evidence that aliens are visiting our planet. Is it unusual? Of course. But we've all seen unusual things and they're hardly proof of anything so outlandish as alien/human crossbreeding. Hate these guys.
3	1	Great just the way I teach
1	4	then you do it dipshit the album came out yesterday. stopp bitchinnyoo
3	3	I think the Ridgeline is fantastic, but the one thing it has always lacked is a more powerful V8. I mean, 250bhp...come on.
1	2	There not actually bakc together are they ? i thought it was just a few one off re-union shows ?
3	3	harmans FACE wen prem sed it was a joke!! LOL!!!!! it was lyk, "WOT?!" lool!!
3	1	Thanks for the compliment! :D I used Windows Movie Maker
1	5	baaaaaaaaaaaaaaad
2	2	hey im really not hip to the theory scene. but what is that main key change or mode change? Thanks
2	1	I agree!
2	1	me too
2	2	DBZ is the only series that can have a bunch of games with the same story in every sequel lol
1	1	para sonear con barroso habia que estar loco.barroso sonero mayor por siempre!!!
2	2	Ayy it' the 'chav' from misfits ;)
2	2	Check out my box chevy
3	2	Thanks for making this. It's not the most wonderful place, but its my home and i love it!
1	1	lapizita
2	3	And, oddly enough, it had nothing to do with the fact that she has a nasally voice or even that one of two guys ate a shrew and then sifted through poo to look at what came back.Too bad I didn't have an ahkshuwaytor.
2	2	haha go steve maz n zoe bby!!!! n zoe says she gets stage fright i looks it!!! steve coulda put bit more effort in tae it!
2	1	he's kinda cute...not gonna lie
2	1	@TacticalAce89 fraps? yea
1	2	GOD i cant wait 17 days till BCT then i go to Sill for AIT.
3	2	Damn. Kim rocks.
3	3	@RedDevil2oo9 naaa , hes took a step up , he scored 33 goals in 35 macthes for madrid , Man u will never reach the prestige of real madrid ! , however i hope man u beat chelsea this season !!!! Hala madrid
1	2	i still dont understand, is there an adhesive or does it slide into a crack to keep it up?
2	1	love it so does katy and madge
3	1	I didnt know the guy with the crotch gun did the effects! He was awsome in the film hate he turned though! Lost Boys Corey.H and Corey.F cant go wrong! Truth, Justice,and The American Way!!
2	2	They should have never parted
3	3	I can watch this over and over. GIRALDO is such a legend. Leary is a whiny little bitch.
1	1	got lockers?...
1	4	They should of had their home nult like fort Knox due To the type of pej they do assholes hope they burn in hell nice n a slow
3	1	thanks for the upload :)
1	1	watch?v=gEG8bBqUFRU
2	2	The end of this where Rini is running to Neo Queen Serenity and she hugs her and Rini is crying... it ALWAYS makes me cry!!!! In Japanese, she's not as happy to see Rini =/
2	1	@savage44ever 
3	1	Thanks for posting this fun video. Loved it. The music is Stan Kenton's "Harlem Folk Dance." Ted Herbert, the hilariously prissy, bumbling "professor," is no doubt the look-alike brother of comedian Hugh Herbert, who made dozens of films in the 30's and 40's, and who played a similar simpering, giggling character.
2	3	I feel like such a moron trying to reload this, it keeps freezing. Lol, terri sent this to me. -with no warning. 0.o
3	1	love this song
1	2	One of the reasons this injury takes months to heal is because you use your pec minor constantly. When you raise your hand you are using your pec minor. Go to shake someones hand? Using the minor again. You basically can't avoid using it, but you have to stetch it out well (have a PT do it, don't trust yourself) and strengthen it (also with a PT),
2	2	Our govenment should stop policing the word, instead, the should take care ist citizens healthy the way americai is to be.
2	1	Appreciate your review. I'm looking into barefoot myself and your rundown of features and explanation of sizes helps. Thanks.
3	1	Nice song. Does anyone have a good bass cover fir this song???Post it please.
2	2	Aaah, I see. I was beginning to wonder if the scene was from the 5th movie. I thought it was supposed to be from the 6th. Incidentally, when the 5th movie came out is when I started losing interest in Harry Potter. XD;
3	1	This is a very good film, I found it for free here: viewfilmsfree (.) com
1	2	Shes a bad lip singer o.o
1	5	actually he was drunk and i surprised him dumb fuck. i dont even WEIGH 200 pounds so why dont you go get a fucking life instead of talking shit about things you have no fucking clue about.
4	1	lmao i love..."a pair of scissors...with your parents permission!" hahahah so funny! This is a cool video! I love those fortune tellers!
3	1	Godbless Vic
1	1	the body of the vulture is a bong
1	4	The proof is in your misleading video at 7:07.First, you attack other lock companies, then you attack the companies that test them, and now you're attacking the people who you're trying to mislead? Yeah, those business ethics are gonna get you far.
4	1	you have a great figure! luckky youu
3	2	my bathtub has the jets and i NEVER use it when im in the tub because its so powerful, one time me and my little cousin were playing around, and we poured the WHOLE bottle of bubble bath in, and tunred the jets on, and the Whole ENTIRE bathroom was filled with bubbles!! FUN TIMES!!
1	4	Maybe if English was your first language you won't have taken my verbal beating so badly. I'm glad you heeded my advice and pissed off, as we both know where this would have ended.May I ask, do you have a job? It's just I'm trying to imagine who has the time to argue at the hours you do, and I just get 2 answers, which is that you're either a student or unemployed, or maybe even work part-time, either way something tells me the anger you show is at yourself for not achieving much at life?
3	3	-cries-this is such a shame ):child abuse is horrible.i hope you are ok now,all your poems are great :)
3	1	thaks maha great stuff
2	2	@stevieray09 Yep uless a cop is a hard ass but its totally street legal i cut the crap out of mine and my tires stick out so frickin far no cares... and plus i talked to state patrol and they also said it was totally cool
2	2	Sometimes people do not feel sympathy.....Some just have a curious interest about killers- I do because I like to learn about the human being and the animal that is in us all...yet most of us believe could never be unleashed-yet can-
2	1	I like the imagery in the background during the interview - really projects the feeling of passion and freedom with your art
2	2	@jorgeplascencia08 i feel skeptical but Im also the kind where Im desperate Im about to try anything...I will say a prayer for you that things will get better!
3	1	This is #2 on the list of their best songs number 1 being Almost Lover<33
1	2	you had better watch that boy shit...
1	2	Boob sweat at 0:29 /:
2	2	@beatlefied70 Nah, he said it was because he was "exhausted" when he gets through with the show and doesn't want to be bothered. He says people are always coming up to him after the show and he just wants to be left alone. I can see where he's coming from
1	5	pittsburgh needs to be blown up. they let these mother fuckers do whatever they want. i can NOT stand these pussies. stanley cups or not the penguins are fucking gay.
4	1	lol i love this guy man"THIS ONE RIGHT HERE GOT SERVED TO SOME PLAYERS, THEY WAS PLAYIN BUT THEY ALSO GOT PLAYED""THEY LOVE IT FOR $20 DALLAZ...ALL THE TYM, ALL THE TYM"LMAOOOOOOOO
3	2	great vid...the only thing is that it had too many reggie bush
2	1	first comment :D
2	2	@NOLINKNEWS k thanks just couldnt make it out
2	2	long time no see....omg im old.
2	2	i am really close to buying this but there is one thing that im not sure about that nobody will give me a straight answer for : CAN ........ IT.........PAUSE......yaknow like make part of a video then continue in another room or is that somthing you have to edit in or is that somthing you cant do at all???
2	1	more videos
2	2	And your arm was being squeezed against your own face. It's called a pillow choke. And obviously it was a strategic way to tap someone out quickly. It worked now didn't it? Ahhhh.... can't wait for the show. Good luck taking that title.
1	2	1:30 - theirs a Wizard that follows you, 
1	1	@DAVIZAO12 HELLZ NA
1	3	@MisterQuebec yeah yeah STFU
1	1	face meeda wrinkles kanapadutunnai... dialogues e konchem athi ga vunnai.
1	3	Did ketamine make you wear that terrible coat and bandana combination?
3	1	this is the 4th time ive gone through ur fatal frame series, thnk u snake for bein awesome!
3	1	awesome. I've got to get this someday.
4	1	Aaah!!! <3 My two favorite. SNSD + Lena Fujii :)
2	1	thanks man yeah I like the way it looks in the dark it kinda trips me out when I stare at it when I am drunk lol
3	2	this is the best song. its sad and beatuiful and i play it in my head over and over again. it reminds me of me dead aunt. I miss u so much
1	2	moves to much like a walker
3	1	mate thats awesome!!al
3	2	good job on the video man.R.I.P Sean Taylor #1,26,36,21we love you & miss you..
2	1	We have allsorts of tricks up our sleeves her at S-CAT.
3	1	great job tom! i liked your lighting work especially. [the blinds were a nice touch too.]-tyler
2	1	Can't decide which is funnier, Fred or Hank...
1	2	Why is my post repeatedly removed?Five times it is posted then removed.whats up with YT?
1	2	As a Christian, it is mind-boggling to me that Jews can't enter Joseph's Tomb. Though Israel regularly hurts herself by her concessions & appeasement, I am surprised that she has not protected this site for Christians (since we consider Joseph to be a "type" of Christ).
2	2	i didn't expect the cheapo speakerset, i was thinking of audiophile 2.0 speakersets from M-audio or whatever. oh right, u still need a screen + keyboard.And why such a high end PSU? when it only has 1 gfx card, and a few harddrives.i'd say an 850w modelwould be more thn enough for this, but it's always nice to have extra power when it's time to upgrade
3	1	man y is this so beeeppiinnng good
3	1	this hot spiff real talk much luv to everybody in the video
2	2	City dweller here. Never been on a farm. Thanks for a glimpse into your world. Seems more rewarding and more fulfilling than my own world of concrete.
2	1	@marsh1998 Was it a 1973 model? This one is a real hot rod.
4	1	WOW
3	1	@marius10may genius
3	3	That thing is sick!
3	1	Alright Stop!.........Pajama Time!
3	1	...OMG lol its weird I was watching this saw babz then sylv... I was like did I read it wrong lmao.
2	3	oh please James as Fred can't be the same person as the dangerousand handsome Johnny Madrid on Lancer. I know it is and an actor has to start somewhere but I can't hardly bear to watch James as anyone but a cowboy. Yes I am prejuidce. These old sitcoms were awful and I am old enough to remember them
2	1	wolverine 0:26
3	1	coool! should have pup the strings farher out so we can see it better!
5	1	totally amazing song! soo meaningful, it makes people reflect on things that has happened to them! a nice melody! i love it!
5	1	So CUTE!!!
2	2	i am up
1	3	you have penguin storm,so? I have it too and when u be rockhopper,no one else sees it!
1	1	es el mejor sketch que hubo en hazme reir.
5	1	Hillarious!!!!
2	2	Great video. I already know how to make a brochure and everything, but I was hoping someone could tell me why my print preview cuts off at about 1/2" before the right edge of the paper. I've checked the margins and even set them on zero. I've also made sure the grid guides (imaginary blue dotted line) are at the very edge of the paper. No matter what I do, my problem doesn't go away. And I definitly know it's not my printer because like I said, this error also shows up on the preview.
2	2	It looks like something is peeking around the door om the right at :53 and if you pause it at :54 you can see it even better.. it looks like black curly hair.. then right when ur leaving the room look on the floor to the left at 1:34 in the exact same spot where the black curly thing was.. there is a see-thru anomaly
1	5	You are a pathetic Loser! If you going to spread crap take some lessons from the decease Nazi Propaganda Minister Joesph Goebbels!! Yep your fat pig Dear Leader Kim allowed 2 million of his own citizens to die from starvation. I hope you are proud of this.....
2	2	This was a pretty good documentary, but there were some things they didn't explain. How do the skewers land? How do they take off in the first place? How can the gyrosprinters mate with their back legs fused together like that? What exactly are those jet-darter things? What caused the oceans to evaporate? How do the grovebacks bury themselves? I was kind of looking forward to them eventually explaining these things.
1	3	GUST GO TO HELL THAT IS NOT A JOKE IS IT ??
3	2	wtfff! kimmm that was supposed to be personal!
4	1	Angel, thank you so much for taking time to stop by and listen, I really appreciate it, my friend :)Tom
4	2	the tension in this scene in the flat is unbelievable....they are such good actors to create such an amazing atmosphere because even though what they are doing is wrong, you find yourself seeing their point of view and supporting their relationship, where as in reality, you wouldn't...well I wouldn't. Incredible Streep and Niro!!!
2	1	ahhh the starship i was bravo 787th what class was this mine was january - june 09
1	3	What really stinks is this Wheat Thins commercial.
2	1	I have tried and saying "grapefruit" twice also works.
1	4	Ok so name me one scientist who does not agree or who has disagreed through "peer review" who you do not consider an idiot. Obviously peer review in this field is worthless. We need more than "it's likely." From what I have seen the whole group of AGW scientist should be thrown out.
1	3	Okay I never comment on this show but Alan Colmes, come on no need to invite this guy to your show, he is the Media equivalent of Tom Daschle, he sucks
4	1	I love you
3	1	Just a fantastic performance. I saw him in the late 80s but missed Belew and got Earl Slick instead.
4	1	This is such a Great song! love it!
4	1	sickkkkkkkkkkkk
4	1	awesome!
3	1	dude u rock i had to just fly up there
3	1	Wow how did this not show up??Very nice job!! I want to see this episode.
1	3	@suensmith ......this is why kenya will never develop
3	1	you got my vote!
2	2	This song brings back memories of 2005 and isn't Jim Carrey in the music vid? My memory ain't that good on this song
1	4	@IGBJKLHOIGI The real god? Then why does that read "There's no other god than allah"? Shouldn't it read there's no other 'alah' than 'alah'? Hmm?? BTW, 'alah' in paleo hebrew (such as the inscription in the film) means CURSE. Go figure.
1	2	all this needs is yngwie malmsteen.
2	2	I'm guessing the golden minigun is a skin?
1	4	this is...so...bad...
1	4	Oh man, this really sucks now. I got jock itch(ring worm-tinea Jacque itchicus) from these scabies. No worries though. I'm treating it with tough actin' tinactin. DAMD THES SCABIES!
1	2	is nich death by house...stranger to.....
1	1	podrian poner la informacion en espa?ol porfavor?
1	5	Develope all the state not just BLOODY ABUJA IF NOT U ARE A JOKE TO THE WORLD.
2	1	cool
2	2	man i am very sorry for that man 07:46 and all of the people who lived war
1	3	!!!!!!
1	2	It was a 'Major' political catastrophe, oh the puns that were never meant.
2	2	I remember pickin' up these guys in 1983 in florida in my pick- up...they were broke, and that fishman guy was barefoot.....i gave 'em a dollar and they went into the corner store and bought themselves a big bottle of pal's orange soda....never saw 'em again.
1	1	jajajajaa la cara de patito cuando ve a la abu,,, y despues cuando la abraza jajajajaja
3	1	sharat chandra varma, you are great. thanks for writing beautiful songs. I listen your dad's songs everyday.
4	1	i <3 katy! california gurls... i am 1!
3	1	Brilliant medieval tech support ? totally hysterical...Karnt stopp ghiggling, and have to view it multiple times.
2	2	why cant todays music be like this??
3	1	Great song, thanks for reminding me
2	1	@governmentuser85 haha.
1	3	@48jarmell the illuminati is dead.
1	3	Yet Obama panders to these people.....oh the irony
4	1	Really Good Song :)
2	2	aaseriously guys there must be some nice men out there i am so lonely
4	1	jamming to this song ryte now!!! love from colorado!!
2	3	what?Tip: Us punctuation and people might be able to read your commentNo offense
1	1	What is that movie called?
1	4	wat a load of wank..world turned upside down is an old workers song about the diggers...twats
1	1	Grata sorpresa ver a Wilkins cantando ?sta canci?n. Yo no hab?a sabido nada de ?l desde hace tiempo. Se convirti? al cristianismo? Siempre conserva una bella voz.
3	2	the squeeze machiene is kind of like meditating :) I want to go to Colorado State University to become a student of Dr. Grandin's. She is brilliant and I too am interested in the humane treatement of animals; but also people. I'm against Monsanto's GMO corn and hormones and antibiotics that are directly affecting people who work with the animals. I think all animals are entitled to sunlight (which most chickens do not get that privalege). I also think small farms are better than mass production
3	3	i feel really bad :'(i wish i could help... i will still try to look for him all over Toronto...
1	2	hard to tell who publishs the book. You should let us know those things when you review so we can chase down those issues more easily.
1	4	Is that idiot one of TJ's burger-munching chums? I hate these publicity stunts! What an obnoxious turd! And he has that lying bearded moron at the beginning!
2	1	uno mas and I am complete :D
3	1	Thank you so much for posting this!
3	2	that was the best guy scream the i have seen in a while! XD
