content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
So I asked a diehard FSU fan about the game against Dook on Sat & they are kinda worried about Coach Cut & his Coastal division leading team	0	negative	1	1	5	1	0	3	-7.335	6.191000000000001	-4	0.17187455215663228	0	-0.906829833984375	negative	1	1	0	-4	-4.424	neutral	0	0	1.5110000000000001	3	0	1	0.37	-0.316	-0.512	0.882	-0.441	0.268
If you built ford tough or built like Ray Lewis on a Sunday in full pads\u002c take yo ass somewhere and get some sweat pants or baggy jeans.	0	negative	1	0	0	2	0	2	-4.92	4.294	-4	0.5654954919427269	0	-0.54583740234375	neutral	1	2	1	-2	-2.464	neutral	0	0	4.601	0	1	2	2.137	-0.077	1.546	1.957	-0.911	2.711
The Vow! Love this movie. If you are meant to be with your loved one it will happen no matter what obstacles you may face! #truelove #exists	0	positive	3	0	0	2	2	7	-3.5719999999999996	9.763	-3	1.0482177734375	2	-0.3642616271972656	positive	0	0	2	-1	-1.941	positive	0	0	5.93	1	0	4	1.076	0	0.883	0.856	-0.419	1.991
My Thursday nights arent the same without Waterloo Road	0	neutral	0	0	0	0	0	0	-1.39	0.08	0	0.0	0	-0.00390625	negative	0	0	0	-1	-2.7699999999999996	neutral	0	0	2.524	0	0	1	0.366	0	-0.008	0.41	0.0	0.697
New Jeremy Kyle starts Monday\u002c you bitch I\u2019m back to school then!!	0	negative	1	1	1	0	0	0	-2.4090000000000003	3.5879999999999996	-5	0.39660644344985485	0	-0.33984375	neutral	1	1	0	-2	-1.27	neutral	1	1	2.127	1	1	2	0.108	0	0.047	0.171	-0.107	0.212
Pentagon open to more than just #Blackberry?  iOS and Android may make an appearance. http://t.co/qUaLO020	0	neutral	2	0	0	0	0	0	-2.004	2.5549999999999997	0	0.41870120172188807	0	-0.15626086701377062	neutral	0	0	0	-1	-2.775	neutral	0	0	0.939	0	0	1	0.662	0	0.081	1.078	-0.229	1.167
I think it got eaten by a grue.- PC Friday - Diablo III (PTR Patch 1.05) | http://t.co/le1ay7ff: http://t.co/n3tpZamP	0	positive	0	0	0	0	0	0	-1.684	4.225	0	0.0074462890625	0	-0.593841552734375	neutral	0	1	0	-1	-3.037	neutral	0	0	4.167	0	0	2	0.061	0	-0.085	0.21	0.0	0.059
Perfect weather to finish a great week.Saw Noel Fielding\u2019s show Thursday at the Ath. Meeting him would have made the week perfect!	0	positive	3	0	0	3	2	9	-0.949	5.531	0	0.6001548767089844	2	-0.5072660446166992	positive	0	0	2	-1	-1.729	positive	0	0	10.472	3	0	3	1.856	-0.046	0.883	2.261	-0.49	2.768
Mohamed Nasheed\u2019s Press brief about CONI report - 31 Aug 2012 http://t.co/fky9cA6d via @youtube	0	neutral	1	0	0	0	0	0	-1.6010000000000002	1.6869999999999998	0	0.24407866597175598	0	0.0	neutral	0	0	0	-1	-2.084	neutral	0	0	4.33	0	0	1	0.282	0	0.044	0.404	-0.323	0.719
A Leonard Cohen and Jeff Buckley album just in time for black friday? #buymethat	0	neutral	1	0	1	0	1	0	-5.02	2.6340000000000003	0	0.1787109375	0	-0.10376650094985962	neutral	1	1	0	-1	-0.167	neutral	0	0	5.616	0	0	1	0.469	-0.073	-0.009	0.706	-0.254	0.744
@muse\u002c @russellhoward AND @kylieminogue all on The Jonathan Ross show tonight = Terrif sat night in! Well done @wossy. #Toofunny	0	positive	1	0	0	1	0	0	-0.987	3.056	0	0.7339136619567871	0	-0.0029296875	positive	0	0	0	-1	-0.406	positive	0	0	9.52	1	0	2	0.437	-0.046	0.103	0.508	-0.359	1.016
@dasme I have a couple\u002c of Jets games\u002c but they\u2019re from the end of the season. wish i\u2019d kept more of dec. also\u002c i have the Sam Gagner game.	0	neutral	1	0	1	0	0	1	-3.979	0.841	0	0.0	0	-1.0419673919677734	negative	0	0	0	-1	-4.6610000000000005	neutral	0	0	1.664	0	0	1	1.077	-0.039	0.838	1.71	-0.564	1.116
ALL ABOARD... 1st flight to Hong Kong then off to the UK from there.. #Tweet_Yah_Later	0	neutral	0	0	0	0	0	1	-0.781	1.1620000000000001	0	0.3681640625	0	-0.35400390625	neutral	0	0	0	-1	-1.369	neutral	0	0	3.294	0	0	1	0.571	0	0.571	0.809	-0.637	0.97
registering for my ACT\u2019s and SAT\u2019s at the last minute -____- I am so tired	0	neutral	0	1	1	0	0	0	-0.521	0.911	-2	0.0038744211196899414	0	-0.125	negative	0	1	0	-1	-3.862	negative	0	0	2.026	0	0	1	0.448	0	-0.064	0.696	-0.197	0.907
Looks like Rooney\u002c RVP\u002c Rio\u002c Evra\u002c Giggs and Young will all be rested tomorrow. Expecting a few of the youngsters to feature. #MUFC	1	positive	2	0	0	1	3	2	-1.554	3.823000000000001	0	0.8444366455078125	1	-0.09375	neutral	0	0	2	-1	-0.617	neutral	0	0	6.504000000000001	0	0	2	0.635	0	0.448	0.997	-0.501	0.959
I love the \on time\ part=> @EW: Axl Rose shows up on time\u002c gives Jimmy Kimmel 1st live TV interview in 20 years http://t.co/fhUvLtlj	0	positive	2	0	0	1	1	3	-0.8719999999999999	9.599000000000004	0	0.48369455337524414	1	-0.03125	positive	0	0	1	-1	-1.3609999999999998	positive	0	0	7.08	0	0	3	0.559	0	0.585	0.267	-0.278	1.01
Nothing like watching the Vow on a Friday night. Cheers to cancelled plans and sickness	0	positive	2	1	1	1	1	4	-1.079	3.1679999999999997	-1	0.39892578125	1	-0.4404296875	neutral	1	1	1	-1	-4.827	positive	1	0	5.344	1	1	2	0.763	-0.619	-0.351	1.149	-1.621	1.253
Big day tomorrow. It\u2019s donut Friday\u002c @jarsuperstar is buying.  First day of practice and Mitt\u2019s rally.	0	neutral	1	0	0	0	1	1	-0.665	1.5899999999999996	0	0.3368949890136719	0	-0.04248046875	positive	0	0	1	-1	-0.6930000000000001	positive	0	0	5.219	0	0	1	0.517	0	0.138	0.502	-0.008	0.807
Can\u2019t wait to see \u2019Flight\u2019 with DENZEL WASHINGTON on tomorrow! Bam!  ;-)	0	positive	0	0	0	0	2	0	-0.253	3.538	0	0.032776474952697754	0	-0.296875	neutral	0	1	0	-1	-0.355	positive	0	0	3.817000000000001	0	0	2	0.122	-0.036	0.031	0.158	-0.084	0.153
Tomorrow\u002c the biggest name in music & entertainment is on the show! And no it\u2019s not Ricky Martin. Who is it? Click - http://t.co/RJgsDgjQ	1	positive	0	0	0	0	1	0	-3.4309999999999996	5.07	-1	0.2833213806152344	2	-0.7734375	neutral	1	0	2	-1	-1.9429999999999998	positive	0	0	2.8889999999999993	2	0	2	0.935	0	1.034	0.687	-0.266	1.454
Mizzou beats Kentucky 2-1! Tigers advance to face top-seed Florida in the semis on Friday at 6:30 p.m.	1	positive	0	0	0	0	1	0	-2.306	2.588	0	0.15919184684753418	1	-0.004886627197265625	neutral	0	0	1	-1	-3.0219999999999994	positive	0	0	4.696999999999999	0	1	2	0.234	0	0.003	0.388	-0.131	0.441
Did anyone read the NYT interview with Egyptian president Mohamed Morsi on Saturday? Good read: http://t.co/8FpjSKPJ	1	positive	1	0	0	1	1	3	-1.7489999999999999	3.585	0	0.7481710333377123	1	0.0	neutral	0	0	2	-1	-0.302	positive	0	0	5.024	2	0	2	1.216	0	1.037	1.47	-0.277	1.42
For any of those who went to see the Dancing On Ice tour this year the DVD of the tour comes out November 26th 2012 http://t.co/x9RATLTb	0	neutral	0	0	0	0	0	0	-1.8390000000000002	2.4970000000000003	0	0.032776474952697754	0	-0.002384185791015625	neutral	0	0	0	-1	-2.165	neutral	0	0	6.963000000000001	0	0	1	0.446	0	0.05	0.667	-0.048	0.67
Anyone wanna tell me why us trending says Bon jovi performed at the Grammys. Aren\u2019t they in feb?	0	neutral	0	0	0	0	0	0	-4.991	3.615	0	0.2490234375	0	0.0	neutral	0	0	0	-1	-3.688	neutral	0	0	5.103	0	0	1	0.137	0	-0.293	0.435	-0.333	0.602
The Grey huhuhuhu #FuckingAwesome #BTWFTR 670 i\u2019m going to sleep i need it tomorrow i\u2019ve to work	0	neutral	0	0	0	1	1	0	-1.2919999999999998	0.079	-1	0.007873855764046311	0	-0.36572265625	negative	0	0	0	-1	-8.086	positive	0	0	2.335	0	0	1	0.176	0	0.0	0.382	-0.343	0.49
February 13th; Desperation Day\u002c it\u2019s a thing	0	negative	0	1	1	0	0	0	-1.161	0.331	0	0.0	0	-0.3447265625	neutral	0	0	0	-3	-0.8260000000000001	neutral	0	0	0.931	0	0	1	0.174	-0.055	-0.024	0.33	-0.099	0.227
Watchin Step Up <3 the 1st one is the best with Channing Tatum as the main guy >>>	0	positive	1	0	0	1	0	3	-0.174	5.832000000000001	0	0.19482421875	0	-0.2578125	positive	0	0	1	-1	-0.247	positive	0	0	11.498	0	0	2	0.571	0	0.273	0.756	-0.255	1.144
Just found out about the @theatreeagles production of Dickens performs A Christmas Carol\u002c surely a must this December. http://t.co/mEhqFeCX	0	neutral	2	0	0	0	1	0	-1.4780000000000002	4.067000000000001	0	0.580810546875	1	-0.15863418579101562	neutral	0	0	2	-1	-0.373	neutral	0	0	4.147	1	0	1	1.022	0	0.98	1.214	-0.652	1.523
Just cus it\u2019s Friday here are 62 reasons why Bill Murray is awesome http://t.co/e78cx5hQ	0	positive	2	0	0	1	0	4	-3.05	2.078	0	0.922607421875	0	0.0	positive	0	0	0	-1	-2.8750000000000004	positive	0	0	3.11	0	0	3	1.125	0	0.798	1.5	-0.483	1.563
My photos up at Photoplus and the Olympus booth. Come out and say hello! Ill be here till Saturday. http://t.co/iIAxfJn3	0	positive	0	0	1	0	0	0	-1.437	1.606	-2	0.08716487884521484	0	-0.5858802795410156	positive	1	1	0	-1	-1.8039999999999998	neutral	1	1	3.385	0	1	2	0.361	-0.929	-0.772	0.331	-1.44	0.173
@creativetimes Eleanor\u002c that\u2019s cool\u002c it would be great to see your pastel art. ;) Link to the painting I did on Monday http://t.co/8puSNbaN	1	positive	1	0	0	1	1	3	-3.3299999999999996	3.463000000000001	0	0.22430479526519775	1	-0.09375	positive	1	0	1	-1	-1.41	positive	0	0	3.5309999999999997	0	0	3	1.25	-0.556	0.531	1.117	-0.23	0.545
Crazy how sports econpmics have changed. Larry Bird\u2019s rookie deal was 5 yrs\u002c $3.25 M total. 6th pick Damian Lillard will make $3 M this YR.	1	neutral	2	1	1	0	1	0	-5.567	2.166	-2	0.40234377984688807	1	-0.7618894577026367	neutral	1	1	2	-1	-2.462	neutral	0	1	1.7009999999999998	1	1	1	0.684	-0.199	-0.316	1.343	-0.909	1.336
What if the world could vote on Nov 6? France leads the Obama camp\u002c including Britain\u002c Peru\u002c Turkey\u002c India among others http://t.co/kRSHL37r	1	neutral	0	0	0	1	1	0	-3.585	4.264000000000001	0	0.093994140625	1	-0.01708984375	neutral	1	1	2	-1	-2.343	neutral	0	1	3.813	1	0	1	0.597	0	0.208	0.881	-0.423	1.126
People should stay after school tomorrow to help the NHS.. We will be watching \The Woman In Black\	0	neutral	2	0	1	0	1	2	-3.273	3.6740000000000004	0	0.1361083984375	0	-0.08637148141860962	positive	1	1	0	-1	-1.739	neutral	0	0	2.3070000000000004	1	0	1	1.198	-0.029	1.135	1.143	-0.228	1.243
So Kendrick Lamar 1st week projected sales iz 242k. That\u2019s wassup for an artist different from the norm to do those kind of numbers.	0	negative	1	0	0	0	0	2	-2.7010000000000005	5.400999999999999	0	0.3671875	1	-0.24996566772460938	neutral	0	0	2	-2	-1.3330000000000002	neutral	0	0	4.6899999999999995	1	0	2	1.208	0	0.869	0.903	-0.239	2.091
Signing Day this Friday for FDAHS. hate the school but I love my senior class\u002c we be on.	0	negative	1	1	1	1	0	3	-2.5100000000000002	2.3460000000000005	-3	0.6502685546875	1	-0.53125	positive	1	1	1	-4	-3.8040000000000003	neutral	1	1	3.326	1	1	3	0.707	-0.874	-0.258	0.571	0.65	0.197
Thanks\u002c Dave! Great show tonight.  Sorry\u002c Craig. I\u2019ve got to get to bed. I\u2019ll catch you tomorrow. @Late_Show  David Letterman	1	positive	1	1	1	1	1	5	-2.523	5.667	-1	0.1900100717175519	0	-0.1434936539735645	positive	0	0	0	-2	-2.303	positive	0	0	6.983	1	0	3	1.269	-0.046	1.254	1.389	-0.511	1.527
LMFAOASDFGHJKLOMG. i just saw a picture of Jenelle from the 1st day of school in 5th grade.. damn that nigga changed.	0	neutral	1	1	1	0	0	0	-5.207	1.361	-4	0.596832275390625	0	-0.344482421875	neutral	0	1	0	-1	-2.782	negative	1	1	2.431	1	0	1	0.427	-0.057	0.018	0.606	-0.238	0.724
@happinessjean Jean\u002c tomorrow is Free KISSING Day! :) Nothing. Just wanna tell you that	0	positive	2	0	0	1	1	1	-2.0340000000000003	2.8040000000000003	0	0.524878978729248	0	-0.28125	neutral	0	0	0	-1	-1.578	positive	0	0	2.2920000000000003	0	0	3	0.98	0	0.728	1.162	-0.224	1.274
Amazon has deals on Home Theater items on during the countdown to Black Friday. http://t.co/u84VkEEo	0	positive	0	0	1	0	1	0	-0.75	1.946	0	0.12890625	0	-0.04126650094985962	neutral	1	1	0	-1	-1.306	neutral	0	0	3.173	0	0	3	0.082	-0.039	-0.024	0.065	-0.101	0.173
@alexrubens Ever since Uncharted 3 and Mass Effect 3\u002c I\u2019ve been weary of third games. Then again this is technically the 5th. Can\u2019t wait!	0	positive	0	1	1	0	1	0	-1.843	2.4959999999999996	-2	0.2423095703125	0	-0.67578125	positive	1	2	0	-1	-2.5180000000000002	positive	0	0	3.8400000000000003	0	0	2	0.593	0	0.156	0.716	-0.269	1.174
Friday is the last day to early vote in Maryland. I\u2019m4Q6. Please join me and vote FOR Question 6. #VoteFor6	2	positive	1	0	0	0	2	2	-3.106	3.809	0	0.5718675851821899	2	0.0	neutral	2	2	4	-1	-1.812	neutral	0	2	3.5399999999999996	2	0	2	0.88	0	0.265	1.311	-0.812	1.879
I\u2019ve just noticed that @thatalexday reminds me of noel fielding a little bit. I think it may be their strangely wonderful dress sense :)	1	positive	3	1	2	1	0	4	-3.108	4.488	-1	1.3061845302581787	1	-0.51123046875	positive	0	0	2	-1	-1.15	positive	0	0	4.918	1	0	3	1.114	0	0.696	1.434	-0.21	1.424
Seriously all of you people are dumb saying that all of the schools in CNY are going to be closed tomorrow...	0	neutral	0	1	2	0	1	0	-5.734	1.4649999999999999	-3	0.6876220703125	0	-0.73779296875	negative	0	1	0	-1	-3.5669999999999997	negative	0	0	1.544	0	0	1	0.62	0	0.218	1.138	-0.493	0.995
Got a great piece for you History buffs Friday morning\u002c a game between Schalke & Bayern that marked the end of Germany\u2019s greatest ever side.	0	positive	2	0	1	2	0	6	-2.8579999999999997	4.625000000000001	0	1.0976581573486328	0	-0.125701904296875	positive	0	0	1	-1	-0.937	positive	0	0	7.807	0	0	3	1.389	-0.034	0.936	1.32	-0.199	1.886
@CryerRovers Any truth in this interview with Harry Redknapp tomorrow?	0	negative	1	0	0	0	1	0	-2.315	1.711	0	0.203125	0	-0.09375	positive	1	1	1	-4	-0.7470000000000001	neutral	0	1	2.52	1	0	2	1.232	0	0.874	1.472	-0.256	1.604
Al Pacino to play Joe Paterno in biopic..this is going to be his 2nd film where he says \Say hello to my little friend\ -@sethmeyers21	0	neutral	1	0	1	0	0	0	-6.836	5.900000000000001	0	0.1258548497578431	1	-0.53662109375	neutral	0	0	1	-1	-1.9280000000000004	neutral	0	0	2.409	1	0	1	0.469	-0.097	0.091	0.665	-0.732	1.089
So This Saturday\u002c Fort Canning with sweetheart(: okay can! Yay!!	0	positive	2	0	0	2	1	0	-0.56	4.997	0	0.28125	1	0.0	positive	1	0	1	-1	-0.447	positive	0	0	3.4560000000000004	2	0	3	0.347	0	0.152	0.548	-0.306	0.645
Just finished watching \The Vow\ for the 5th time.	0	neutral	2	0	0	0	2	0	-0.15	3.375	0	0.7099609375	1	0.0	positive	0	0	1	-1	0.0	neutral	0	0	2.6119999999999997	1	0	1	0.407	0	0.059	0.567	-0.116	0.711
I\u2019m determined to watch The Vow tomorrow\u002c I still haven\u2019t seen it!	0	positive	1	0	0	0	2	2	-1.4099999999999997	1.365	0	0.4755859375	1	-0.4228525161743164	neutral	0	0	2	-1	-1.498	neutral	0	0	2.5660000000000003	1	1	2	0.662	-0.033	0.646	0.966	-0.496	0.727
@BethFishReads Do you have chocolate? Sunday is National Chocolate Day.	0	neutral	0	0	0	0	2	0	-1.008	3.2929999999999997	0	0.0634765625	2	-0.2494192123413086	positive	0	0	2	-1	-0.405	neutral	0	0	4.9190000000000005	2	0	1	1.209	0	1.164	1.197	-0.238	1.344
tomorrow i\u2019m scheduled to put up the Xmas decorations.even on Phil holidays\u002ci still can\u2019t get my much needed sleep #24hrsaintenough	0	neutral	0	0	0	0	1	0	-1.4189999999999998	0.9530000000000001	0	0.6377601632702863	0	-0.10308647155761719	neutral	0	0	0	-1	-3.3180000000000005	negative	0	0	3.2110000000000003	0	0	1	0.873	-0.039	0.503	0.548	-0.551	1.211
When the boys pre-recorded their performance of Little Things for the X Factor UK on Sunday\u002c Eleanor was in the audience. #1DNews	0	positive	0	0	1	0	1	0	-1.857	2.2039999999999997	0	0.09375	0	-0.34912109375	neutral	0	0	0	-1	-0.9249999999999999	neutral	0	0	2.6000000000000005	0	0	2	0.412	0	0.011	0.38	-0.056	0.999
@NeilHarmanTimes Just noticed you using the Spanish abbreviation \NO sure\\u002c no? Think you\u2019re missing Rafa\u002c mon brave	0	positive	3	0	0	1	0	2	-2.8659999999999997	4.591	-3	0.5222548828125	0	-0.9921875	negative	1	1	0	-2	-2.883	negative	0	0	0.40499999999999997	0	1	3	0.629	0	-0.026	0.548	-0.1	1.476
Have to say I think Jason & Taylor may have been robbed by the married duo tonight of Blake & Miranda...	0	neutral	0	0	0	0	0	0	-2.991	3.778	0	0.07196044921875	0	-0.5457820892333984	neutral	0	0	0	-1	-2.883	negative	0	0	5.382	0	0	1	0.394	0	-0.076	0.723	-0.357	0.893
Have you ever forgotten to get a Valentine\u2019s present? Your chance at Feb 17 #bonjovi tix coming up! @benandkerryshow	2	positive	0	0	0	0	2	2	-3.0069999999999997	2.997	-1	0.2832670220959699	1	-0.4369535446166992	neutral	1	1	1	-1	-2.4290000000000003	neutral	0	0	1.9640000000000002	1	1	2	0.446	-0.566	0.22	0.491	0.397	0.284
2nd night Parker has been on it ..boy oh boy	0	neutral	0	0	0	0	0	0	-0.571	0.6859999999999999	0	0.125	0	-0.0029296875	neutral	0	2	0	-1	-1.135	negative	2	0	1.369	0	0	1	0.037	-0.031	0.0	0.0	-0.073	0.132
Controversy aside\u002c the 2 games shown on TV for Super Sunday were great spectacles. #BestLeagueInTheWorld	0	positive	2	1	1	2	0	6	-3.271	2.398	0	0.23046875	0	0.0	neutral	0	1	0	-1	-0.635	positive	0	0	3.782	0	0	3	2.294	-0.313	1.997	1.737	0.94	2.65
[PAGASA] 6:39AM Intermittent light to occasionally moderate rains over southern portions of Negros\u002c Cebu & Bohol may persist for the next...	0	neutral	2	1	1	0	0	0	-5.281	2.454	0	0.06918981467694607	0	-0.218017578125	neutral	0	0	1	-1	-4.482	neutral	0	0	5.26	0	0	1	0.363	0	-0.037	0.508	-0.082	0.701
APPLICATIONS ARE DUE THIS FRIDAY NOVEMBER 2!!!    Let this video of YES PREP Senior Signing Day inspire you as... http://t.co/h5Jg0l4e	0	positive	2	0	0	1	1	3	-1.849	5.957	0	0.5048828125	1	-0.0703125	neutral	0	0	1	-1	-1.8349999999999997	positive	0	0	6.227	1	0	3	0.947	-0.039	-0.129	1.767	-0.564	1.651
Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the co... http://t.co/Zo2WFDko #coreformulas	0	neutral	0	0	0	0	0	0	-6.757000000000001	2.9539999999999997	-2	0.0758056640625	0	-0.18359375	neutral	0	0	0	-1	-0.7130000000000001	neutral	0	0	3.41	0	0	1	0.421	-0.068	0.023	0.58	-0.239	0.696
Jimmy Kimmel Live - Axl Rose\u002c Part 1: Part 1 of Jimmy Kimmel\u2019s interview with Axl Rose.Added: Thu Oct 25 11:02:2... http://t.co/u2bDsf5k	0	neutral	1	0	0	0	0	0	-0.9700000000000001	12.452000000000002	0	0.04033517837524414	0	-0.25	neutral	0	0	0	-1	-0.7999999999999999	neutral	0	0	5.864	0	0	1	0.288	0	0.112	0.354	-0.297	0.734
Watch live Queen of the South vs Edinburgh Cit http://t.co/LnBnANAn	0	neutral	1	0	0	0	1	0	0.0	1.4089999999999998	0	0.35283517837524414	0	0.0	neutral	0	0	0	-1	-0.51	neutral	0	0	3.074	0	1	1	0.1	-0.033	0.049	0.141	-0.199	0.164
I\u2019m listening to the a capellas of The 2nd Law and appreciating how bad ass Bellamy is. Not that I didn\u2019t already know from his other albums	0	negative	0	1	1	0	0	2	-4.877000000000001	3.321999999999999	-7	0.21173095703125	0	-1.3799285888671875	neutral	1	2	0	-2	-3.576	negative	1	1	5.191	1	1	2	0.965	-0.463	-0.468	1.857	-1.698	1.809
If you are a family member\u002c friend\u002c or fan of Austin Rivers you may want to unfollow me. This is about to get ugly.	0	negative	1	1	1	0	0	4	-6.802	3.8090000000000006	-3	0.027408600770286284	0	-0.93896484375	neutral	0	1	0	-3	-2.798	negative	1	0	1.113	0	0	1	0.481	0	0.148	0.812	-0.617	1.099
Sophia Grace and Rosie look back at highlights from their long singing career (it\u2019s their 1st anniversary on... http://t.co/qAv6jgKN	0	positive	2	0	1	1	2	1	-2.7110000000000003	4.236999999999999	0	0.5841726055592298	0	-0.0155029296875	neutral	0	0	2	-1	-0.6880000000000001	neutral	0	0	4.641	0	0	3	1.302	0	0.923	1.272	-0.345	1.742
Happy Valentines Day <3 !!.....yes\u002c in Brazil\u002c it is celebrated on June 12. Your mind = blown !	0	positive	2	0	1	2	2	6	-0.304	4.970000000000001	0	0.6103515625	2	-0.01739501953125	positive	0	0	2	-1	-1.4529999999999998	positive	0	0	8.417	1	0	2	0.422	-0.065	0.856	0.177	-0.116	0.034
@ohyesitsmatt @hotspurkeeno yeah i\u2019m not to sure about Klass -jan think he\u2019ll be an Andy Carroll type striker -bang em in or flop	0	neutral	1	0	0	0	0	1	-5.161999999999999	2.7110000000000003	-2	0.22672265625	0	-1.03271484375	positive	1	1	0	-1	-2.066	negative	1	0	0.843	0	0	1	0.326	0	-0.077	0.691	-0.294	0.66
@IhsanOmi seriously i think he may pull out his gat and shoot me! i need to call upon castle greyskull for my powers #IHaveThePower	0	positive	0	0	1	0	0	0	-4.957	1.586	-1	0.0074462890625	0	-0.41489969473241217	negative	0	1	1	-1	-3.334	negative	0	1	3.176	0	1	2	0.887	-0.082	-0.089	1.897	-0.974	1.45
#afc Preview followed by live coverage of Saturday\u2019s game between Man Utd and Arsenal in the Premier League. http://t.co/6zgJh3J1	0	neutral	2	0	1	1	0	0	-3.7949999999999995	1.6469999999999996	0	0.03349924087524414	0	-0.313079833984375	neutral	0	0	2	-1	-1.01	neutral	0	0	3.073	0	0	1	0.551	-0.112	0.124	0.559	-0.288	0.799
Refuse to admit that it\u2019s 3rd year. Bring on my Groundhog Day	0	neutral	1	1	1	0	0	0	-2.61	1.1540000000000001	-3	0.21875	0	-0.017578125	neutral	0	1	0	-1	-1.241	negative	0	0	1.3279999999999998	0	0	1	0.405	-0.034	0.0	0.207	-0.186	1.092
cried for every episode of Dream High 2 starting from episode 13!!! T-T tomorrow i shall watch the last and final episode!	0	negative	1	0	0	0	2	1	-0.287	3.6370000000000005	-2	0.47573626041412354	0	-0.1337890625	neutral	0	0	0	-4	-3.281	positive	0	0	6.6370000000000005	0	1	2	1.006	-0.033	-0.03	1.626	-0.749	2.029
CONTINUED ASSAULT - Indianapolis faces a tough Miami defense this Sunday\u002c one that ranks third in the league in yard... http://t.co/iqUfA3Ic	0	negative	1	1	1	1	1	0	-5.017	3.252	0	0.00439453125	0	-0.68145751953125	neutral	1	2	2	-3	-1.009	neutral	0	2	2.6380000000000003	0	2	1	0.191	-0.168	-0.039	0.209	-0.055	0.11
@nelsonnium I\u2019m not sure about what Evra is upto. I like Buttner. Should be given more games.Rafael cannot defend. We might see a buy in Jan	0	positive	4	0	0	1	0	2	-7.7780000000000005	2.128	0	0.7017598733901977	0	-0.90234375	positive	0	0	1	-1	-2.4410000000000003	negative	0	0	0.45899999999999996	0	1	2	0.91	0	0.478	1.593	-1.199	1.857
Watching The Vow.... For the 4th time.	0	neutral	1	0	0	0	2	0	-0.1	1.307	0	0.193603515625	1	0.0	neutral	0	0	1	-1	0.0	neutral	0	0	1.8880000000000001	1	0	1	0.253	0	0.0	0.293	0.0	0.467
Balletcenter in Cebu is holding Romeo and Juliet in august..check it out:)	0	neutral	0	0	0	0	0	0	-5.1209999999999996	0.783	0	0.0625	0	-0.002384185791015625	neutral	0	0	0	-1	-0.515	positive	0	0	1.932	0	0	1	0.144	0	0.0	0.213	-0.057	0.275
@maylingsu I\u2019m thinking of an outfit like \Nick the Lounge Singer\ (Bill Murray) from the old old Saturday Night Live. Maybe a sherbet tux?	0	positive	2	0	0	1	0	2	-1.4229999999999998	5.6160000000000005	0	0.5466828346252441	0	-0.1904296875	positive	0	1	0	-1	-0.644	neutral	0	0	8.158999999999999	0	0	2	1.534	-0.027	1.49	1.848	-0.686	1.867
@Jimmypcafc @dannys2309 nice one Harry Styles. Sorry boys haven\u2019t got a mob at the mo. Think I\u2019m at a firwework thing Fri. If not I\u2019m there.	0	negative	1	1	1	1	0	3	-4.059	3.194	-1	0.3907470703125	0	-1.0785551071166992	neutral	1	2	0	-2	-3.439	neutral	0	2	3.911	0	1	2	0.654	-0.405	-0.833	1.3	-0.801	1.287
@AmyKNelson Groundhog Day? He just keeps seeing JT Snow rounding 3rd over and over and over and over...#marlinsmysteryfanrevealed	0	neutral	1	0	0	0	0	0	-1.617	0.745	0	0.378662109375	0	-0.09375	neutral	0	0	0	-1	-3.5820000000000003	neutral	0	0	4.124	0	0	1	0.408	0	0.022	0.702	-0.255	0.753
we spent Halloween\u002c Thanksgiving\u002c 4th of July\u002c Christmas\u002c New Years\u002c and Valentines day together.	0	neutral	0	0	0	0	0	0	-0.308	1.459	0	0.2701416015625	0	0.0	neutral	0	1	0	-1	-0.914	positive	0	0	2.8739999999999997	0	0	1	0.252	0	0.047	0.384	-0.164	0.487
I liked a @YouTube video http://t.co/xihBR5Cg 17th GRAMMYs: Paul Simon and John Lennon co-presenting the GRAMMY for Record Of The	0	positive	0	0	0	1	0	2	-0.534	3.7160000000000006	0	0.687591552734375	0	-0.15625	positive	0	1	0	-1	-2.1069999999999998	positive	1	0	5.205	0	0	3	0.315	-0.042	0.0	0.432	-0.114	0.499
@team_hazza1D I\u2019m going over to britain and Ireland\u2019s next top mode and jls are performing on the Monday and that\u2019s the day I was supposed	0	neutral	1	0	1	1	1	2	-1.8769999999999998	1.657	0	0.1318359375	0	-0.2500038146972656	neutral	0	0	1	-1	-2.623	neutral	0	0	4.551	1	0	1	0.661	-0.556	-0.836	0.898	-0.07	0.46
Reading The Sun and watching Jeremy Kyle. Where did it all go wrong? Better do some work. #ashamed	1	negative	1	2	2	2	1	2	-5.688	3.0010000000000003	-4	1.0865787475049729	1	-1.3647727966308594	positive	1	2	2	-4	-3.592	negative	1	0	3.7209999999999996	1	0	1	0.674	0	0.096	1.127	-0.56	1.359
