content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust	sentiStrength_neu
+1 RT @SHlFT: dear #google &amp; #samsung... learn some presentation 101 first. please.	2011-10-19 03:06:30	126494402381226000	noUser	google	2	2	2	3	1	0	0	negative	2	-0.3125	5	0.6919136047	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Just Been To The Future And Back lol... Just Watch Something Happening Tomorrow Morning! #Google #Android	2011-10-19 03:06:19	126494358508806000	noUser	google	2	2	1	3	3	0	0	neutral	3	-0.09375	5	0.8095703106	0	positive	-1	0	2	1	0	0	0	0	0	positive
#Google + #Samsung = Perfect #Icecream sandwich #GalaxyNexus	2011-10-19 03:06:16	126494344566944000	noUser	google	1	2	1	3	2	0	0	positive	1	-0.0625	1	0.1484375	0	neutral	-1	1	1	0	1	0	0	0	0	positive
Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung	2011-10-19 03:06:15	126494339248562000	noUser	google	5	2	1	2	3	0	0	positive	1	-0.28515625	2	0.19921875	0	positive	-1	1	2	0	0	0	0	1	0	positive
dear #google &amp; #samsung... learn some presentation 101 first. please.	2011-10-19 03:06:10	126494319749239000	noUser	google	2	2	2	3	1	0	0	negative	2	-0.3125	5	0.6919136047	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Thank you for the laughs #Google, &quot;tapping my peepz&quot;, white suit, face unlock fail, using an LED screen for a video cast. Love it anyway &lt;3	2011-10-19 03:06:09	126494314057568000	noUser	google	7	3	3	6	6	1	-2	neutral	4	-0.6184216142	4	1.2780761719	1	neutral	-2	2	1	0	1	0	0	0	0	positive
+1 RT @tah_med: the background is SO horrible for this stream #Samsung #Google #NexusPrime they should've seen what #Adobe did at #AdobeMAX	2011-10-19 03:06:06	126494303173362000	noUser	google	3	1	0	0	2	1	-3	negative	0	-0.75390625	2	0.314453125	1	negative	-4	0	0	1	0	0	1	0	1	negative
Loved the Google release of Android OS 4.0 Ice Cream Sandwich! #Samsung #Android #Google #IceCreamSandwich #amazing!	2011-10-19 03:06:01	126494280318583000	noUser	google	3	4	2	7	5	0	0	positive	1	-0.1328125	4	1.1288485527	0	positive	-1	1	1	0	0	0	0	1	0	positive
The Great Tech War Of 2012 - http://t.co/OY8PuVhP #Apple #Facebook #Google #Amazon	2011-10-19 03:05:58	126494270650724000	noUser	google	2	3	1	3	2	1	-2	neutral	1	-0.078125	2	0.12890625	1	neutral	-3	0	0	1	0	0	0	0	0	negative
WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE	2011-10-19 03:05:56	126494261922382000	noUser	google	1	1	0	0	2	1	-4	negative	0	-0.0625	0	0	1	neutral	-3	0	0	0	0	0	0	0	0	negative
Does Ice Cream Sandwich have a &quot;private browsing mode&quot; for, you know, &quot;me time?&quot; #google #android	2011-10-19 03:05:51	126494239143117000	noUser	google	3	1	0	0	4	0	0	neutral	0	-0.2494535446	2	0.116027832	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
Google ICS looks awesome, can't wait til it gets ported over to my evo, face unlock?! ... #android #google	2011-10-19 03:05:47	126494221879357000	noUser	google	4	3	1	4	3	0	0	positive	1	-0.2705116272	3	0.880859375	0	negative	-1	0	1	0	0	0	0	0	0	positive
Soooooo @VerizonWireless... All eyes on you! When can we order? #Nexus #Samsung #Google #ICS	2011-10-19 03:05:35	126494171065364000	noUser	google	2	2	0	0	2	0	0	neutral	0	-0.0634307861	3	0.625	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#ICS is Sick, good work #google team	2011-10-19 03:05:18	126494100252926000	noUser	google	2	2	1	3	1	1	-2	positive	1	-0.1948242188	2	0.7162499672	1	neutral	-1	1	1	0	2	1	0	1	1	positive
Android Beam, panorama, Gmail offline, lockscreen, contacts, facial recognition unlock... #IceCreamSandwich #NexusPrime #Google	2011-10-19 03:05:16	126494094276043000	noUser	google	2	1	0	0	3	1	-1	neutral	1	-0.08203125	2	0.2026367188	0	neutral	-1	1	0	0	0	0	0	0	0	neutral
I gotta say, Google's got some pretty catchy advertisements for Android and Chrome. #google #android	2011-10-19 03:05:11	126494070385283000	noUser	google	5	2	1	1	2	0	0	positive	2	-0.28125	3	0.2910766602	0	neutral	-1	1	1	0	1	0	0	0	0	positive
Looking at some of the new features of #ICS it looks like #Google got some inspiration from #CyanogenMod.	2011-10-19 03:04:45	126493962499391000	noUser	google	1	2	2	4	3	0	0	neutral	2	-0.0625	5	0.6270751953	0	neutral	-1	1	1	0	0	0	0	0	0	positive
All the info on Ice Cream Sandwich here : http://t.co/f0rNfGPA @twandroid #google #nexusprime #ics #android	2011-10-19 03:04:43	126493954429551000	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	3	0.41015625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
Not greatly impressed with #Google and #Samsung presentation skills.	2011-10-19 03:04:32	126493910037037000	noUser	google	2	2	1	3	2	0	0	negative	0	-0.6875	1	0.125	0	neutral	-1	0	0	0	0	0	0	0	0	positive
WebGL infinite bookcase UI http://t.co/bvu1qtkT #google	2011-10-19 03:04:29	126493895625425000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.1015625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung	2011-10-19 03:04:28	126493889761788000	noUser	google	5	1	1	1	6	0	0	positive	3	-0.4116210938	6	0.7781983018	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Google's #Nexus really i wanna it now #Awesome	2011-10-19 03:04:18	126493850914132000	noUser	google	3	3	1	4	2	0	0	positive	1	-0.09765625	2	1.140625	0	neutral	-1	0	0	0	0	0	0	0	0	positive
RT @charmybird Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/puMwmM9m	2011-10-19 03:04:09	126493811638678000	noUser	google	2	2	0	0	4	0	0	neutral	1	-0.1875	0	0	0	positive	-1	0	1	0	0	0	0	0	0	positive
RT @pretty_browniee: #oomf gone get it next week i promise! Man you better #Google tht!!!	2011-10-19 03:04:03	126493785533321000	noUser	google	5	3	2	3	2	0	0	neutral	2	-0.42578125	3	0.5653419504	0	neutral	-1	1	0	0	1	0	0	0	0	positive
Well the event is now over, time to change my pants #Google #Android #Samsung #Jizz	2011-10-19 03:03:48	126493722916561000	noUser	google	2	2	0	0	3	0	0	positive	1	-0.06640625	4	0.2777376194	0	neutral	-1	0	1	1	0	0	0	0	0	positive
#Google and #Samsung: You guys rock. #GalaxyNexus is a techie's dream.	2011-10-19 03:03:38	126493683515261000	noUser	google	3	2	1	1	0	0	0	positive	1	-0.1572265625	2	0.3823242188	0	neutral	-1	0	0	0	0	0	0	0	0	positive
I'm an iOs user but the #ICS is awesome, great job #google	2011-10-19 03:03:30	126493648757072000	noUser	google	4	4	2	7	2	0	0	positive	2	-0.2256126404	2	0.81640625	0	positive	-1	0	0	0	0	0	0	0	0	positive
Oh yeah I'm in I want one now #Google really did a great job #ICS	2011-10-19 03:03:28	126493639605092000	noUser	google	7	3	3	5	3	0	0	positive	2	-0.4497337341	3	0.4614257813	0	positive	-1	0	0	0	0	0	0	0	0	positive
#Google #Wallet in action http://t.co/ifVLo71k	2011-10-19 03:03:25	126493625285751000	noUser	google	2	1	0	0	2	0	0	neutral	0	-0.0641479492	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @ThatTechGuy92: LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung	2011-10-19 03:03:24	126493624270725000	noUser	google	4	2	0	0	2	0	0	positive	1	-0.0852661133	1	0.1726074219	1	neutral	-1	0	0	0	0	0	0	0	0	positive
@AndroidPolice Duly noted -- I hope AOSP is updated with ICS 4.0. #Android #Google	2011-10-19 03:03:11	126493567182062000	noUser	google	2	3	1	2	2	0	0	neutral	1	-0.09375	3	1.0893554688	0	positive	-1	1	1	0	1	0	0	1	0	positive
is #google the next innovators ?	2011-10-19 03:03:09	126493558365630000	noUser	google	2	1	0	0	0	0	0	neutral	0	-0.09375	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
On Google+ then go here http://t.co/hhAmwm8K #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 03:03:07	126493553055633000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.0554199796	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Android #Google Android 4.0 Platform and Updated SDK Tools http://t.co/0jRKtQ2S #DhilipSiva	2011-10-19 03:03:07	126493550618743000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@BrandonMiniman @Jaime_Rivera I'm an iOs user but the #ICS is awesome, great job #google	2011-10-19 03:03:04	126493538945995000	noUser	google	4	4	2	7	2	0	0	positive	2	-0.2256126404	2	0.81640625	0	positive	-1	0	0	0	0	0	0	0	0	positive
#google + #motorola + #verizon = perfect combination! &lt;3	2011-10-19 03:02:54	126493495933403000	noUser	google	1	2	1	3	1	0	0	positive	1	-0.0625	1	0.1484375	0	positive	-1	1	1	0	1	0	0	0	0	positive
Loved the introduction of the Google Galaxy Nexus &amp; Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google	2011-10-19 03:02:48	126493472931844000	noUser	google	3	4	1	3	7	0	0	positive	0	-0.28125	6	1.0718994141	0	positive	-1	1	1	0	0	0	0	1	0	positive
GO, GO, GO Ice Cream Sandwich developers! #Android SDK r14 is LIVE @ http://t.co/OeUrmtLX! #Google	2011-10-19 03:02:32	126493405760070000	noUser	google	1	2	0	0	3	0	0	positive	1	-0.0625	5	0.0698763673	0	positive	-1	1	1	0	0	0	0	1	0	positive
#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google	2011-10-19 03:02:24	126493371790397000	noUser	google	4	3	1	4	5	0	0	positive	1	-1.19140625	5	0.718231231	1	neutral	-1	1	1	0	0	0	0	1	0	positive
Recent study of #Google CTR reveals that top three positions #in #GoogleSearch receive 35% of traffic. @Econsultancy http://t.co/Z2bh6oH1	2011-10-19 03:02:24	126493370028798000	noUser	google	3	1	1	2	3	0	0	neutral	1	-0.0703163147	3	0.2820129395	0	neutral	-1	0	1	0	1	0	0	0	0	neutral
Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr	2011-10-19 03:02:23	126493365775778000	noUser	google	2	2	1	1	4	0	0	positive	1	-0.0947265625	0	0	0	neutral	-1	0	0	0	1	0	0	0	0	positive
#Google Ice Cream Sandwich, Nexus Prime Launch [LIVE BLOG] http://t.co/kj2y69HM	2011-10-19 03:02:19	126493352370766000	noUser	google	2	1	0	0	5	0	0	neutral	1	-0.0648193359	2	0.0676789284	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
RT @charlieroffe: Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ	2011-10-19 03:02:15	126493335518069000	noUser	google	1	2	1	2	3	0	0	neutral	1	-0.0625	2	0.078125	0	positive	-1	1	1	0	0	0	0	1	0	positive
Amazes me, I set up a #GMail address and have yet to use it even once and it's getting a ton of spam #Google	2011-10-19 03:02:14	126493327540503000	noUser	google	7	3	1	2	7	1	-2	neutral	1	-0.6322355093	4	0.1308164597	0	negative	-2	0	0	0	0	0	0	0	0	positive
Haven't even freshened up, due to #Google's #IceCreamSandwichEvent. #OffToShower now.	2011-10-19 03:02:12	126493322268250000	noUser	google	3	1	0	0	0	0	0	neutral	1	-0.1908597946	3	0.1150970459	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
The Ice Cream Sandwich presentation was very buggy, however 4.0 looks much more promising than expected.  #Android #GalaxyNexus #Google	2011-10-19 03:02:10	126493312650719000	noUser	google	3	2	0	0	7	0	0	neutral	1	-0.4375	4	0.73046875	0	neutral	-1	1	2	0	0	0	0	1	0	positive
Recent study of #Google CTR reveals that top three positions in #GoogleSearch receive 35% of traffic.... http://t.co/IHts3PyW	2011-10-19 03:02:02	126493280832725000	noUser	google	3	1	1	2	3	0	0	neutral	1	-0.0703163147	3	0.2820129395	0	neutral	-1	0	1	0	1	0	0	0	0	neutral
yumyumyum...I want Ice Cream Sandwich... #google #android	2011-10-19 03:01:59	126493265661919000	noUser	google	2	1	1	1	3	0	0	positive	1	-0.3139648438	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
Hey, #google!  You lied.  #android 4.0 platform is not up as a link yet.  But I found it. http://t.co/v5WG698V #ics #sdk	2011-10-19 03:01:49	126493225811841000	noUser	google	6	2	0	0	8	1	-2	neutral	0	-1.09375	1	0.0537109375	0	neutral	-3	1	0	0	1	0	0	0	0	negative
Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/eZjCzLt6	2011-10-19 03:01:41	126493192110612000	noUser	google	2	1	0	0	4	0	0	positive	1	-0.1875	0	0	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
#google #yahoo #bing Ballmer on Bing, Xbox, Apple...oh, and Yahoo, too http://t.co/CfHu4jBP #seo #serps	2011-10-19 03:01:41	126493189254291000	noUser	google	4	1	0	0	0	0	0	neutral	0	-0.75	1	0.03125	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
So is the #galaxynexus coming to @sprint any info @android #google #android	2011-10-19 03:01:37	126493174477758000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.0703125	0	positive	-1	0	1	0	0	0	0	0	0	neutral
#Google Google Event: Vorstellung des Samsung Galaxy Nexus (Caschys Blog): o3:30 klingelte mein Wecker. Googles ... http://t.co/QnVDVcMX	2011-10-19 03:01:33	126493155855053000	noUser	google	2	1	0	0	5	0	0	neutral	0	-0.125	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung	2011-10-19 03:01:29	126493141271450000	noUser	google	5	2	1	1	1	0	0	positive	1	-0.5991210938	2	0.0597210675	0	neutral	-1	0	0	0	0	0	0	0	0	positive
All this talk about about how good #icecreamsandwich looks is making me hungry #google #omnomnomnom	2011-10-19 03:01:20	126493101807239000	noUser	google	3	2	1	3	2	0	0	positive	1	-0.2506103516	4	1.0560323615	1	negative	-2	1	2	0	1	0	0	1	0	negative
O. M. G. #Google is nuts with #ICS and this new phone!	2011-10-19 03:01:04	126493037110100000	noUser	google	3	2	0	0	3	1	-3	positive	0	-0.59375	1	0.0758056641	0	neutral	-1	0	0	0	0	0	0	0	0	positive
iPhone users find the nearest trash for your device it's the correct place ! #Android #Apple #Google #iPhone	2011-10-19 03:01:04	126493034014720000	noUser	google	4	2	0	0	4	0	0	positive	1	-0.1069822311	2	0.0353364942	0	neutral	-1	0	0	0	0	1	0	0	1	positive
good job, #google.  did anyone get when any of this shit is actually shipping? #infofail	2011-10-19 03:01:03	126493030185316000	noUser	google	3	2	1	3	2	1	-4	negative	1	-0.2363548279	3	0.7846128372	0	neutral	-2	1	1	0	1	0	1	1	1	negative
That was good but when is it coming out? What carriers? What pricepoints? #android #google	2011-10-19 03:00:59	126493015907897000	noUser	google	2	2	1	3	3	0	0	neutral	1	-0.0648841858	2	0.7786886115	0	neutral	-1	1	2	0	1	0	0	1	0	positive
Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ	2011-10-19 03:00:52	126492985834734000	noUser	google	1	2	1	2	3	0	0	neutral	1	-0.0625	2	0.078125	0	positive	-1	1	1	0	0	0	0	1	0	positive
#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!	2011-10-19 03:00:52	126492983968268000	noUser	google	7	2	1	1	4	0	0	positive	3	-0.3919124603	4	0.2979761027	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung	2011-10-19 03:00:51	126492981460083000	noUser	google	5	2	1	1	1	0	0	positive	1	-0.5991210938	2	0.0597210675	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Ready for some Ice Cream Sandwich! #google #android	2011-10-19 03:00:49	126492970793972000	noUser	google	1	2	0	0	4	0	0	positive	1	-0.0625	2	0.19921875	0	positive	-1	1	2	0	0	0	0	1	0	positive
@YoungBasedSonic #Google	2011-10-19 03:00:42	126492945057718000	noUser	google	1	1	0	0	0	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @tiffanyk: [#Infographic] #Google+ cost half a billion to build, driving users to #1 most followed user: Mark Zuckerberg. http://t.co/CzMfvnLQ #irony	2011-10-19 03:00:28	126492886517809000	noUser	google	6	1	0	0	4	1	-1	neutral	0	-0.3671875	2	0.0392456036	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
#ai #google #ai #samsung	2011-10-19 03:00:23	126492864174756000	noUser	google	1	1	0	0	2	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Alright, well #Apple just got its ass kicked in the face by #Google so hard with its new Googles #Nexus phone. It will be brilliant.	2011-10-19 03:00:20	126492852615262000	noUser	google	5	2	1	4	6	2	-5	positive	4	-0.7192762494	7	1.2129137535	1	neutral	-1	1	1	0	1	0	0	0	0	positive
What? No &quot;one more thing!&quot; ? #Samsung #Google #Nexus	2011-10-19 03:00:17	126492839998784000	noUser	google	3	2	0	0	2	1	-1	neutral	0	-0.2431640625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung	2011-10-19 03:00:17	126492838870516000	noUser	google	4	2	0	0	2	0	0	positive	1	-0.0852661133	1	0.1726074219	1	neutral	-1	0	0	0	0	0	0	0	0	positive
For all the bookworms out there! http://t.co/Mx2bMy3o #Googleâ€™s Infinite Bookcase: An Abstract Browser For Limitless Libraries #technews	2011-10-19 03:00:07	126492795027456000	noUser	google	6	2	0	0	2	0	0	neutral	0	-0.8539466858	1	0.34375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Can Bill Gross Take On #Facebook, #Twitter &amp; #Google+ With Chime.in? - Forbes http://t.co/pG5uHrmI #socialmedia	2011-10-19 03:00:02	126492775930798000	noUser	google	1	1	0	0	3	1	-2	neutral	0	-0.0625	3	0.1838388443	1	neutral	-2	0	0	0	0	0	0	0	1	negative
RT @NeowinFeed: Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin	2011-10-19 03:00:02	126492775842714000	noUser	google	3	2	0	0	3	2	-3	neutral	0	-0.2531728745	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	positive
Just wonder how much time it will take throw an update of #android ICS on Nexus S !!! Please #google make it quick this time	2011-10-19 02:59:58	126492759262634000	noUser	google	3	2	1	1	7	0	0	neutral	4	-0.2109603882	10	1.1501474679	1	neutral	-1	0	2	0	0	0	0	0	0	positive
We need dates! #google #samsung #launchfail	2011-10-19 02:59:54	126492741764006000	noUser	google	2	2	0	0	0	0	0	negative	0	-0.146484375	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/a0wncHmI	2011-10-19 02:59:53	126492737766834000	noUser	google	3	2	0	0	3	2	-3	neutral	0	-0.2531728745	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	positive
Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin	2011-10-19 02:59:52	126492735598367000	noUser	google	3	2	0	0	3	2	-3	neutral	0	-0.2531728745	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	positive
How much house can i afford #Google	2011-10-19 02:59:50	126492726601585000	noUser	google	2	1	0	0	3	0	0	neutral	1	-0.09375	1	0.2734375	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#google #icecreamsandwich event featured #minecraft	2011-10-19 02:59:49	126492719987180000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Android Ice Cream Sandwich #Gmail reminds me a lot of #iOS mail app #CopyAndPaste #Google	2011-10-19 02:59:42	126492692984238000	noUser	google	3	1	0	0	5	0	0	neutral	0	-0.140625	1	0.03515625	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
What I think about #AndroidIceCreamSandwich ? Thats the most delicious piece of sandwich ever. Get me it real fast #GOOGLE !	2011-10-19 02:59:33	126492656124703000	noUser	google	2	3	0	0	5	0	0	positive	2	-0.09375	7	0.3402004251	0	positive	-1	1	0	0	1	0	0	0	0	positive
iphone users i reaaly feel sorry for you after i saw ice-cream sandwich #Android today, #Google #apple #Android #iPhone	2011-10-19 02:59:27	126492628152889000	noUser	google	4	1	0	0	6	1	-1	positive	0	-0.234375	2	0.1065616608	1	negative	-2	0	0	0	0	0	0	0	0	negative
Samsung Galaxy Nexus Official, Launches Worldwide November - http://t.co/UX1CiB6A #galaxynexus #samsung #google #ics	2011-10-19 02:59:21	126492604799005000	noUser	google	2	1	0	0	3	0	0	neutral	0	-0.25	1	0.015625	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
Pretty big deal from #Samsung and #Google def can't wait to get my hands on the #GalaxyNexus and #ICS	2011-10-19 02:59:19	126492595500237000	noUser	google	3	3	2	2	3	0	0	positive	2	-0.296875	3	0.1819114694	0	neutral	-1	2	3	0	2	0	0	1	0	positive
I cannot wait for a new #ICS phone!!! #Google #android	2011-10-19 02:58:55	126492495394775000	noUser	google	5	2	0	0	1	0	0	positive	0	-0.453125	1	0.0758056641	0	neutral	-1	0	1	0	0	0	0	0	0	positive
@eboyee S tim da http://t.co/hX21e1JK daje Server Error :)  #Google #IceCreamSandwich	2011-10-19 02:58:50	126492471759868000	noUser	google	2	1	0	0	3	1	-2	neutral	0	-0.130859375	0	0	1	neutral	-1	0	0	0	0	1	0	0	0	neutral
Engadget following #android #galaxy #nexus event #google #samsung #ICS http://t.co/vZx25ht8	2011-10-19 02:58:42	126492440914956000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.015625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @eboyee: Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich	2011-10-19 02:58:36	126492415749128000	noUser	google	1	4	1	4	0	0	0	positive	2	-0.0625	2	0.55859375	0	neutral	-1	1	1	0	1	0	0	0	0	positive
RT: Collobrate and present. New version of Google presentations. http://t.co/xmF34T27 VIA @googledownunder #google #googlepresentations	2011-10-19 02:58:24	126492364138222000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	2	0.0953359604	0	neutral	-1	1	1	0	1	0	0	1	0	neutral
Sdk available now, so you can develop apps for the phone and tablets right now. #Android4.0 #Google	2011-10-19 02:58:15	126492325219279000	noUser	google	5	1	0	0	2	0	0	neutral	1	-0.248343762	2	0.0955810547	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
Great hardware and great new version of Android. I want it now. API is available now at least. #Google #Android #ICS #Development	2011-10-19 02:58:11	126492310866362000	noUser	google	5	3	3	7	8	0	0	neutral	3	-0.3530273438	4	0.3023681641	1	neutral	-1	0	0	0	0	0	0	0	0	positive
@notch Minecraft Mobile was just mentioned by #Google while they were demoing ICS on the Nexus Prime!	2011-10-19 02:58:03	126492274766004000	noUser	google	3	2	0	0	2	0	0	neutral	1	-0.3148193359	3	0.2087402344	0	neutral	-1	0	1	0	0	0	0	0	0	positive
Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich	2011-10-19 02:58:00	126492266016674000	noUser	google	1	4	1	4	0	0	0	positive	2	-0.0625	2	0.55859375	0	neutral	-1	1	1	0	1	0	0	0	0	positive
OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google	2011-10-19 02:57:59	126492259993657000	noUser	google	2	2	0	0	2	0	0	positive	0	-0.06640625	1	0.09375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Also, the #Google problem. @chucktodd: Problem for Santorum's electability argument: the double-digit loss in 2006	2011-10-19 02:57:55	126492244151771000	noUser	google	2	1	0	0	4	3	-7	negative	0	-0.138671875	1	0.064453125	4	neutral	-3	0	0	3	0	3	2	0	0	negative
The new #Samsungnexus and 4.0 OS make the #iPhone4s look like an old bag phone. Nice job #Google and #Samsung.	2011-10-19 02:57:55	126492242373386000	noUser	google	5	2	2	5	1	0	0	positive	2	-0.3584251404	7	1.0138244927	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Google unveils Android 4.0 â€˜Ice Cream Sandwichâ€™ http://t.co/dciffpI1 via @BGR	2011-10-19 02:57:22	126492105026703000	noUser	google	1	1	0	0	2	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
Calling all #marketing executives in #houston - sign up for #google #training - http://t.co/vo542MrZ - I can't wait to be there for the week	2011-10-19 02:57:21	126492101549621000	noUser	google	3	1	0	0	7	0	0	positive	0	-0.234375	5	0.7729494572	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
Hey #google ,when unveiling a new product,use a backdrop w/ lots of spatial-temporal high resolution activity. Video codecs will love it. ;)	2011-10-19 02:57:18	126492088270455000	noUser	google	5	3	1	3	5	0	0	neutral	2	-0.2880859375	4	0.5552358627	0	neutral	-1	1	0	0	0	0	0	0	0	positive
Android beam, share any piece of information.from.one Android device to another by simply touching the devices.  #Android4.0 #Google	2011-10-19 02:57:11	126492059308786000	noUser	google	4	1	1	1	4	0	0	neutral	0	-0.4453125	5	0.4526386261	0	neutral	-1	2	1	0	1	0	0	0	0	neutral
Android Beam - sharing contacts, articles, files, and games, pretty cool #Google #ICS	2011-10-19 02:57:07	126492040954528000	noUser	google	4	3	2	2	1	0	0	positive	1	-0.3114013672	1	0.0776367188	0	neutral	-1	2	1	0	1	0	0	0	0	positive
Slick beam capabilities included in Android 4.0. Touch 2 devices together and select &quot;Beam&quot; and content is transferred #Google #Android #ICS	2011-10-19 02:56:59	126492009748890000	noUser	google	1	1	1	2	7	0	0	positive	1	-0.0625	6	0.4440459944	0	neutral	-1	2	0	0	1	0	0	0	0	neutral
New Galaxy Nexus: App Improvements -  Beam - sharing using NFC #nexus #samsung #google #android bit.ly/nEJbyE	2011-10-19 02:56:28	126491876860756000	noUser	google	2	2	0	0	5	0	0	neutral	0	-0.203125	2	0.1534423828	0	neutral	-1	1	0	0	0	0	0	0	0	positive
They need to talk about the battery life impact of #AndroidBeam. It can't be good news. #Google #Android #ICS	2011-10-19 02:56:26	126491870900666000	noUser	google	4	2	1	3	3	0	0	negative	1	-0.1510009766	6	0.8003255744	0	neutral	-1	1	1	0	1	0	1	1	0	positive
another android demo #fail! #google	2011-10-19 02:56:16	126491825660887000	noUser	google	3	1	0	0	1	1	-2	negative	0	-0.5196533203	1	0.3125	1	neutral	-3	0	0	0	0	0	0	0	0	negative
Too bad #google didn't have a tribute graphic for #DennisRitchie.	2011-10-19 02:56:04	126491776482689000	noUser	google	5	1	0	0	0	1	-3	negative	1	-0.5981321335	2	0.33984375	2	negative	-2	0	0	1	0	1	1	0	1	negative
